League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xAG,xA,KP,Final_Third,PPA,CrsPA,PrgP
Frauen-Bundesliga,2025-03-05,Frauen-Bundesliga (Matchweek 14),Carl-Zeiss Jena,5-3-2,0,0.1,NA,1,0,Freiburg,4-3-3,2,0.9,Maj Schneider · 15&rsquor; Lisa Karl · 77&rsquor;,1,0,Freiburg,Away,NA,990,443,584,75.9,8117,3071,150,193,77.7,234,278,84.2,41,71,57.7,2,0.8,0.5,7,30,9,4,49
Frauen-Bundesliga,2025-03-07,Frauen-Bundesliga (Matchweek 16),Eintracht Frankfurt,4-3-1-2,2,1.5,Géraldine Reuteler · 22&rsquor; Lara Prašnikar · 58&rsquor;,0,0,Essen,4-2-3-1,1,0.3,Lilli Purtscheller · 24&rsquor;,2,0,Eintracht Frankfurt,Home,NA,990,586,709,82.7,11461,4177,212,251,84.5,278,310,89.7,87,113,77,1,1.1,1.2,15,68,10,3,73
Frauen-Bundesliga,2025-03-07,Frauen-Bundesliga (Matchweek 16),Eintracht Frankfurt,4-3-1-2,2,1.5,Géraldine Reuteler · 22&rsquor; Lara Prašnikar · 58&rsquor;,0,0,Essen,4-2-3-1,1,0.3,Lilli Purtscheller · 24&rsquor;,2,0,Essen,Away,NA,990,153,254,60.2,3027,1552,61,92,66.3,64,85,75.3,24,64,37.5,0,0.1,0.1,3,8,2,0,17
Frauen-Bundesliga,2025-03-08,Frauen-Bundesliga (Matchweek 16),Turbine Potsdam,5-3-2,0,0.1,NA,2,0,Freiburg,4-3-3,1,2.2,Cora Zical · 83&rsquor;,0,0,Turbine Potsdam,Home,NA,990,133,263,50.6,2307,1315,58,90,64.4,56,82,68.3,12,59,20.3,0,0.1,0.1,2,8,3,1,10
Frauen-Bundesliga,2025-03-08,Frauen-Bundesliga (Matchweek 16),Turbine Potsdam,5-3-2,0,0.1,NA,2,0,Freiburg,4-3-3,1,2.2,Cora Zical · 83&rsquor;,0,0,Freiburg,Away,NA,990,387,534,72.5,7237,3065,144,185,77.8,173,213,81.2,54,92,58.7,1,1.4,1.5,8,36,6,2,35
Frauen-Bundesliga,2025-03-08,Frauen-Bundesliga (Matchweek 16),RB Leipzig,3-4-3,0,0.4,NA,2,0,Wolfsburg,3-4-3,2,1.1,Jule Brand · 35&rsquor; Ella Inez Peddemors · 85&rsquor;,1,0,RB Leipzig,Home,NA,990,275,365,75.3,5001,2390,117,135,86.7,103,130,79.2,40,70,57.1,0,0.4,0.2,3,23,4,2,18
Frauen-Bundesliga,2025-03-08,Frauen-Bundesliga (Matchweek 16),RB Leipzig,3-4-3,0,0.4,NA,2,0,Wolfsburg,3-4-3,2,1.1,Jule Brand · 35&rsquor; Ella Inez Peddemors · 85&rsquor;,1,0,Wolfsburg,Away,NA,990,488,606,80.5,9769,3510,156,188,83,273,316,86.4,58,97,59.8,1,0.6,1,7,64,10,4,59
Frauen-Bundesliga,2025-03-09,Frauen-Bundesliga (Matchweek 16),Köln,4-4-2,0,0.1,NA,1,0,Bayern Munich,4-2-3-1,3,1.5,Carolin Simon · 8&rsquor; Pernille Harder · 31&rsquor; Sydney Lohmann · 55&rsquor;,0,0,Köln,Home,NA,990,298,399,74.7,5902,1903,84,107,78.5,184,217,84.8,30,65,46.2,0,0.1,0.1,2,7,0,0,8
Frauen-Bundesliga,2025-03-09,Frauen-Bundesliga (Matchweek 16),Köln,4-4-2,0,0.1,NA,1,0,Bayern Munich,4-2-3-1,3,1.5,Carolin Simon · 8&rsquor; Pernille Harder · 31&rsquor; Sydney Lohmann · 55&rsquor;,0,0,Bayern Munich,Away,NA,990,619,719,86.1,10526,3147,271,301,90,315,350,90,29,56,51.8,3,1,2,12,33,8,3,50
Frauen-Bundesliga,2025-03-09,Frauen-Bundesliga (Matchweek 16),Carl-Zeiss Jena,5-3-2,0,0.3,NA,2,0,Bayer Leverkusen,4-4-2,2,1.4,Cornelia Kramer · 54&rsquor; Lilla Turányi · 73&rsquor;,0,0,Carl-Zeiss Jena,Home,NA,990,211,334,63.2,3640,1646,96,125,76.8,81,107,75.7,25,74,33.8,0,0.2,0.3,4,10,3,1,13
Frauen-Bundesliga,2025-03-09,Frauen-Bundesliga (Matchweek 16),Carl-Zeiss Jena,5-3-2,0,0.3,NA,2,0,Bayer Leverkusen,4-4-2,2,1.4,Cornelia Kramer · 54&rsquor; Lilla Turányi · 73&rsquor;,0,0,Bayer Leverkusen,Away,NA,990,341,474,71.9,6064,2442,139,173,80.3,178,226,78.8,22,51,43.1,2,1.3,0.8,11,28,4,2,37
Frauen-Bundesliga,2025-03-10,Frauen-Bundesliga (Matchweek 16),Werder Bremen,3-1-4-2,1,1,Larissa Mühlhaus (P) · 78&rsquor;,3,0,Hoffenheim,4-4-2,0,2.9,NA,2,0,Werder Bremen,Home,NA,990,168,303,55.4,3233,1646,61,96,63.5,64,99,64.6,29,71,40.8,0,0.1,0.1,2,7,3,0,13
Frauen-Bundesliga,2025-03-10,Frauen-Bundesliga (Matchweek 16),Werder Bremen,3-1-4-2,1,1,Larissa Mühlhaus (P) · 78&rsquor;,3,0,Hoffenheim,4-4-2,0,2.9,NA,2,0,Hoffenheim,Away,NA,990,471,612,77,9457,3633,132,180,73.3,282,326,86.5,54,86,62.8,0,2.1,1.7,16,35,8,2,50
Frauen-Bundesliga,2025-03-14,Frauen-Bundesliga (Matchweek 17),Bayern Munich,4-2-3-1,3,2.2,Pernille Harder · 13&rsquor; Pernille Harder · 47&rsquor; Lea Schüller · 69&rsquor;,2,0,Wolfsburg,3-4-3,1,1.2,Lineth Beerensteyn · 75&rsquor;,3,0,Bayern Munich,Home,NA,990,325,437,74.4,5925,2594,146,169,86.4,135,174,77.6,40,70,57.1,3,2.1,1.7,13,18,7,2,25
Frauen-Bundesliga,2025-03-14,Frauen-Bundesliga (Matchweek 17),Bayern Munich,4-2-3-1,3,2.2,Pernille Harder · 13&rsquor; Pernille Harder · 47&rsquor; Lea Schüller · 69&rsquor;,2,0,Wolfsburg,3-4-3,1,1.2,Lineth Beerensteyn · 75&rsquor;,3,0,Wolfsburg,Away,NA,990,296,408,72.5,5605,2256,111,129,86,145,172,84.3,35,84,41.7,0,0.6,1.2,11,25,7,2,25
Frauen-Bundesliga,2025-03-15,Frauen-Bundesliga (Matchweek 17),Carl-Zeiss Jena,5-3-2,1,0.9,Noemi Gentile · 51&rsquor;,4,0,RB Leipzig,3-4-3,1,1.3,Giovanna Hoffmann (P) · 73&rsquor;,2,0,Carl-Zeiss Jena,Home,NA,990,171,280,61.1,3784,2195,60,86,69.8,70,101,69.3,36,75,48,1,0.9,0.6,8,16,4,1,18
Frauen-Bundesliga,2025-03-15,Frauen-Bundesliga (Matchweek 17),Carl-Zeiss Jena,5-3-2,1,0.9,Noemi Gentile · 51&rsquor;,4,0,RB Leipzig,3-4-3,1,1.3,Giovanna Hoffmann (P) · 73&rsquor;,2,0,RB Leipzig,Away,NA,990,488,605,80.7,8330,3360,225,255,88.2,221,263,84,41,68,60.3,0,0.5,0.6,12,43,7,1,69
Frauen-Bundesliga,2025-03-15,Frauen-Bundesliga (Matchweek 17),Hoffenheim,4-4-2,5,3.2,Lisann Kaut · 11&rsquor; Marta Cazalla (P) · 33&rsquor; Selina Cerci · 37&rsquor; Selina Cerci · 48&rsquor; Fabienne Dongus · 74&rsquor;,3,0,Köln,4-4-2,1,0.2,Dóra Zeller · 14&rsquor; Anna Gerhardt · 32&rsquor;,1,1,Hoffenheim,Home,NA,990,496,610,81.3,9570,3339,174,202,86.1,265,298,88.9,54,79,68.4,3,1.7,2.3,14,49,17,5,66
Frauen-Bundesliga,2025-03-15,Frauen-Bundesliga (Matchweek 17),Hoffenheim,4-4-2,5,3.2,Lisann Kaut · 11&rsquor; Marta Cazalla (P) · 33&rsquor; Selina Cerci · 37&rsquor; Selina Cerci · 48&rsquor; Fabienne Dongus · 74&rsquor;,3,0,Köln,4-4-2,1,0.2,Dóra Zeller · 14&rsquor; Anna Gerhardt · 32&rsquor;,1,1,Köln,Away,NA,931,264,369,71.5,4595,1677,119,135,88.1,121,147,82.3,20,62,32.3,1,0.2,0.1,3,5,0,0,9
Frauen-Bundesliga,2025-03-16,Frauen-Bundesliga (Matchweek 17),Bayer Leverkusen,4-4-2,6,2.7,Sofija Ņesterova (OG) · 2&rsquor; Loreen Bender · 39&rsquor; Caroline Kehrer · 50&rsquor; Caroline Kehrer · 55&rsquor; Cornelia Kramer · 76&rsquor; Delice Boboy · 79&rsquor;,1,0,Werder Bremen,3-1-4-2,0,0.2,NA,0,0,Bayer Leverkusen,Home,NA,990,405,535,75.7,8094,2847,101,142,71.1,265,312,84.9,36,59,61,5,2.1,1.5,10,29,6,4,50
Frauen-Bundesliga,2025-03-16,Frauen-Bundesliga (Matchweek 17),Bayer Leverkusen,4-4-2,6,2.7,Sofija Ņesterova (OG) · 2&rsquor; Loreen Bender · 39&rsquor; Caroline Kehrer · 50&rsquor; Caroline Kehrer · 55&rsquor; Cornelia Kramer · 76&rsquor; Delice Boboy · 79&rsquor;,1,0,Werder Bremen,3-1-4-2,0,0.2,NA,0,0,Werder Bremen,Away,NA,990,197,332,59.3,3832,1870,72,111,64.9,78,114,68.4,34,72,47.2,0,0.1,0.3,3,12,2,0,23
Frauen-Bundesliga,2025-03-16,Frauen-Bundesliga (Matchweek 17),Essen,4-3-3,2,2.7,Natasha Kowalski (P) · 43&rsquor; Natasha Kowalski (P) · 81&rsquor;,1,0,Turbine Potsdam,5-3-2,1,1.2,Irena Kuznezov · 5&rsquor;,1,0,Essen,Home,NA,990,392,522,75.1,7525,2856,138,179,77.1,196,237,82.7,50,80,62.5,0,1.1,1.1,11,34,9,2,45
Frauen-Bundesliga,2025-03-16,Frauen-Bundesliga (Matchweek 17),Essen,4-3-3,2,2.7,Natasha Kowalski (P) · 43&rsquor; Natasha Kowalski (P) · 81&rsquor;,1,0,Turbine Potsdam,5-3-2,1,1.2,Irena Kuznezov · 5&rsquor;,1,0,Turbine Potsdam,Away,NA,990,207,334,62,4582,2419,53,80,66.3,115,162,71,38,77,49.4,1,0.9,0.9,5,25,6,0,27
Frauen-Bundesliga,2025-03-17,Frauen-Bundesliga (Matchweek 17),Freiburg,4-2-3-1,3,0.6,Cora Zical · 35&rsquor; Lisa Karl · 90+1&rsquor; Leela Egli · 90+2&rsquor;,0,0,Eintracht Frankfurt,4-3-1-2,2,2.8,Lara Prašnikar · 44&rsquor; Nicole Anyomi · 63&rsquor;,0,0,Freiburg,Home,NA,990,352,483,72.9,6390,2707,154,192,80.2,131,169,77.5,50,84,59.5,3,0.5,0.7,7,17,7,0,27
Frauen-Bundesliga,2025-03-17,Frauen-Bundesliga (Matchweek 17),Freiburg,4-2-3-1,3,0.6,Cora Zical · 35&rsquor; Lisa Karl · 90+1&rsquor; Leela Egli · 90+2&rsquor;,0,0,Eintracht Frankfurt,4-3-1-2,2,2.8,Lara Prašnikar · 44&rsquor; Nicole Anyomi · 63&rsquor;,0,0,Eintracht Frankfurt,Away,NA,990,449,594,75.6,8666,3525,162,197,82.2,232,277,83.8,55,101,54.5,1,2.3,1.8,12,33,11,1,49
Frauen-Bundesliga,2025-03-28,Frauen-Bundesliga (Matchweek 18),Köln,4-4-2,0,2.6,NA,1,0,Carl-Zeiss Jena,3-4-3,1,0.8,Melina Reuter · 56&rsquor; Fiona Gaißer · 67&rsquor;,5,1,Köln,Home,NA,990,444,583,76.2,8388,3031,157,189,83.1,229,280,81.8,52,87,59.8,0,2.1,1.9,21,34,9,4,65
Frauen-Bundesliga,2025-03-28,Frauen-Bundesliga (Matchweek 18),Köln,4-4-2,0,2.6,NA,1,0,Carl-Zeiss Jena,3-4-3,1,0.8,Melina Reuter · 56&rsquor; Fiona Gaißer · 67&rsquor;,5,1,Carl-Zeiss Jena,Away,NA,966,147,281,52.3,3126,1604,50,79,63.3,66,96,68.8,27,84,32.1,1,0.3,0.1,7,10,2,1,11
Frauen-Bundesliga,2025-03-29,Frauen-Bundesliga (Matchweek 18),Werder Bremen,5-3-2,1,0.4,Reena Wichmann · 8&rsquor; Kaylie Ronan · 39&rsquor;,0,1,Eintracht Frankfurt,4-3-1-2,4,4.3,Lisanne Gräwe · 44&rsquor; Carlotta Wamser · 45+1&rsquor; Nicole Anyomi · 62&rsquor; Remina Chiba · 90+5&rsquor;,1,0,Werder Bremen,Home,NA,907,148,258,57.4,2873,1360,60,83,72.3,56,82,68.3,27,77,35.1,1,0.3,0.3,2,10,2,0,20
Frauen-Bundesliga,2025-03-29,Frauen-Bundesliga (Matchweek 18),Werder Bremen,5-3-2,1,0.4,Reena Wichmann · 8&rsquor; Kaylie Ronan · 39&rsquor;,0,1,Eintracht Frankfurt,4-3-1-2,4,4.3,Lisanne Gräwe · 44&rsquor; Carlotta Wamser · 45+1&rsquor; Nicole Anyomi · 62&rsquor; Remina Chiba · 90+5&rsquor;,1,0,Eintracht Frankfurt,Away,NA,990,606,720,84.2,10346,4094,281,312,90.1,287,323,88.9,36,64,56.3,2,3.5,3.2,21,77,13,1,74
Frauen-Bundesliga,2025-03-29,Frauen-Bundesliga (Matchweek 18),Turbine Potsdam,5-3-2,0,0.2,NA,2,0,Hoffenheim,4-4-2,7,4.1,Ereleta Memeti · 9&rsquor; Selina Cerci · 19&rsquor; Jill Janssens · 32&rsquor; Selina Cerci · 58&rsquor; Féli Delacauw · 60&rsquor; Féli Delacauw · 82&rsquor; Féli Delacauw · 87&rsquor;,0,0,Turbine Potsdam,Home,NA,990,145,253,57.3,2929,1539,51,86,59.3,65,97,67,24,54,44.4,0,0.1,0.3,1,10,5,4,9
Frauen-Bundesliga,2025-03-29,Frauen-Bundesliga (Matchweek 18),Turbine Potsdam,5-3-2,0,0.2,NA,2,0,Hoffenheim,4-4-2,7,4.1,Ereleta Memeti · 9&rsquor; Selina Cerci · 19&rsquor; Jill Janssens · 32&rsquor; Selina Cerci · 58&rsquor; Féli Delacauw · 60&rsquor; Féli Delacauw · 82&rsquor; Féli Delacauw · 87&rsquor;,0,0,Hoffenheim,Away,NA,990,569,674,84.4,10633,4053,223,246,90.7,290,316,91.8,52,81,64.2,3,2.3,4.1,19,42,21,8,60
Frauen-Bundesliga,2025-03-30,Frauen-Bundesliga (Matchweek 18),RB Leipzig,3-4-3,1,1.5,Giovanna Hoffmann · 90+2&rsquor;,0,0,Freiburg,4-2-3-1,1,1.2,Lisa Karl · 43&rsquor;,1,0,RB Leipzig,Home,NA,990,429,546,78.6,7701,3183,191,232,82.3,188,223,84.3,45,71,63.4,0,0.5,1.3,10,40,14,4,41
Frauen-Bundesliga,2025-03-30,Frauen-Bundesliga (Matchweek 18),RB Leipzig,3-4-3,1,1.5,Giovanna Hoffmann · 90+2&rsquor;,0,0,Freiburg,4-2-3-1,1,1.2,Lisa Karl · 43&rsquor;,1,0,Freiburg,Away,NA,990,386,495,78,6873,2512,163,196,83.2,181,210,86.2,34,61,55.7,0,0.9,0.6,10,18,5,2,32
Frauen-Bundesliga,2025-03-30,Frauen-Bundesliga (Matchweek 18),Bayern Munich,4-2-3-1,2,1.4,Klara Bühl · 56&rsquor; Lea Schüller · 68&rsquor;,1,0,Bayer Leverkusen,4-4-2,0,0.2,NA,1,0,Bayern Munich,Home,NA,990,490,604,81.1,9540,3138,165,190,86.8,261,292,89.4,60,97,61.9,2,1.2,1.2,13,37,8,5,46
Frauen-Bundesliga,2025-03-30,Frauen-Bundesliga (Matchweek 18),Bayern Munich,4-2-3-1,2,1.4,Klara Bühl · 56&rsquor; Lea Schüller · 68&rsquor;,1,0,Bayer Leverkusen,4-4-2,0,0.2,NA,1,0,Bayer Leverkusen,Away,NA,990,248,368,67.4,4319,1791,110,140,78.6,116,146,79.5,18,60,30,0,0.1,0.1,3,17,4,1,19
Frauen-Bundesliga,2025-03-30,Frauen-Bundesliga (Matchweek 18),Wolfsburg,4-2-3-1,5,3.7,Marina Hegering · 10&rsquor; Lineth Beerensteyn · 41&rsquor; Lineth Beerensteyn · 56&rsquor; Lineth Beerensteyn · 66&rsquor; Lineth Beerensteyn · 84&rsquor;,0,0,Essen,4-3-3,1,0.1,Lilli Purtscheller · 26&rsquor;,0,0,Wolfsburg,Home,NA,990,577,685,84.2,10804,3955,226,255,88.6,290,321,90.3,58,81,71.6,3,1.6,1.9,13,71,15,5,67
Frauen-Bundesliga,2025-03-30,Frauen-Bundesliga (Matchweek 18),Wolfsburg,4-2-3-1,5,3.7,Marina Hegering · 10&rsquor; Lineth Beerensteyn · 41&rsquor; Lineth Beerensteyn · 56&rsquor; Lineth Beerensteyn · 66&rsquor; Lineth Beerensteyn · 84&rsquor;,0,0,Essen,4-3-3,1,0.1,Lilli Purtscheller · 26&rsquor;,0,0,Essen,Away,NA,990,147,256,57.4,2633,1221,68,90,75.6,63,95,66.3,15,60,25,1,0.1,0.1,2,14,1,0,13
Frauen-Bundesliga,2025-04-11,Frauen-Bundesliga (Matchweek 19),Essen,4-2-3-1,0,1,NA,0,0,Werder Bremen,4-4-2,1,1,Larissa Mühlhaus · 72&rsquor;,2,0,Essen,Home,NA,990,367,488,75.2,7004,3001,130,162,80.2,187,229,81.7,45,80,56.3,0,1,0.5,17,17,5,1,32
Frauen-Bundesliga,2025-04-11,Frauen-Bundesliga (Matchweek 19),Essen,4-2-3-1,0,1,NA,0,0,Werder Bremen,4-4-2,1,1,Larissa Mühlhaus · 72&rsquor;,2,0,Werder Bremen,Away,NA,990,258,381,67.7,5156,2732,85,120,70.8,139,175,79.4,33,70,47.1,1,0.8,0.4,6,24,3,2,31
Frauen-Bundesliga,2025-04-12,Frauen-Bundesliga (Matchweek 19),Carl-Zeiss Jena,3-4-3,1,1,Isabella Jaron · 64&rsquor;,1,0,Turbine Potsdam,5-3-2,0,0.9,NA,3,0,Carl-Zeiss Jena,Home,NA,990,234,379,61.7,3959,1893,112,146,76.7,80,124,64.5,27,76,35.5,1,0.9,0.9,10,19,5,0,25
Frauen-Bundesliga,2025-04-12,Frauen-Bundesliga (Matchweek 19),Carl-Zeiss Jena,3-4-3,1,1,Isabella Jaron · 64&rsquor;,1,0,Turbine Potsdam,5-3-2,0,0.9,NA,3,0,Turbine Potsdam,Away,NA,990,249,394,63.2,4709,2265,87,122,71.3,113,155,72.9,37,84,44,0,0.4,0.5,8,22,2,0,32
Frauen-Bundesliga,2025-04-12,Frauen-Bundesliga (Matchweek 19),Eintracht Frankfurt,4-3-1-2,0,1.4,NA,0,0,Bayern Munich,4-2-3-1,3,1.4,Lea Schüller · 12&rsquor; Klara Bühl · 29&rsquor; Pernille Harder · 48&rsquor;,0,0,Eintracht Frankfurt,Home,NA,990,458,549,83.4,8592,3139,170,193,88.1,231,265,87.2,46,75,61.3,0,1.3,0.7,11,37,7,4,28
Frauen-Bundesliga,2025-04-12,Frauen-Bundesliga (Matchweek 19),Eintracht Frankfurt,4-3-1-2,0,1.4,NA,0,0,Bayern Munich,4-2-3-1,3,1.4,Lea Schüller · 12&rsquor; Klara Bühl · 29&rsquor; Pernille Harder · 48&rsquor;,0,0,Bayern Munich,Away,NA,990,324,413,78.5,6117,2429,132,153,86.3,136,156,87.2,45,78,57.7,2,1.2,0.9,7,21,7,0,34
Frauen-Bundesliga,2025-04-13,Frauen-Bundesliga (Matchweek 19),Freiburg,4-2-3-1,1,1.4,Annabel Schasching · 89&rsquor;,1,0,Wolfsburg,4-2-3-1,1,1.1,Joelle Wedemeyer · 72&rsquor;,0,0,Freiburg,Home,NA,990,302,430,70.2,6161,2754,93,121,76.9,164,201,81.6,41,80,51.3,1,1.3,1.5,11,27,10,4,40
Frauen-Bundesliga,2025-04-13,Frauen-Bundesliga (Matchweek 19),Freiburg,4-2-3-1,1,1.4,Annabel Schasching · 89&rsquor;,1,0,Wolfsburg,4-2-3-1,1,1.1,Joelle Wedemeyer · 72&rsquor;,0,0,Wolfsburg,Away,NA,990,350,473,74,6912,2789,121,150,80.7,173,197,87.8,46,91,50.5,1,1,0.8,12,25,12,7,32
Frauen-Bundesliga,2025-04-13,Frauen-Bundesliga (Matchweek 19),Hoffenheim,4-4-2,5,1.8,Selina Cerci · 30&rsquor; Melissa Kössler · 32&rsquor; Julia Landenberger (OG) · 48&rsquor; Julia Hickelsberger-Füller · 67&rsquor; Marie Steiner · 90+5&rsquor;,0,0,RB Leipzig,3-4-3,2,0.8,Giovanna Hoffmann · 59&rsquor; Vanessa Fudalla · 78&rsquor;,2,0,Hoffenheim,Home,NA,990,535,649,82.4,10011,3441,192,218,88.1,269,298,90.3,59,93,63.4,4,1.5,1,15,28,12,1,44
Frauen-Bundesliga,2025-04-13,Frauen-Bundesliga (Matchweek 19),Hoffenheim,4-4-2,5,1.8,Selina Cerci · 30&rsquor; Melissa Kössler · 32&rsquor; Julia Landenberger (OG) · 48&rsquor; Julia Hickelsberger-Füller · 67&rsquor; Marie Steiner · 90+5&rsquor;,0,0,RB Leipzig,3-4-3,2,0.8,Giovanna Hoffmann · 59&rsquor; Vanessa Fudalla · 78&rsquor;,2,0,RB Leipzig,Away,NA,990,307,406,75.6,5311,2217,131,163,80.4,142,176,80.7,29,54,53.7,2,0.5,0.4,5,13,3,0,25
Frauen-Bundesliga,2025-04-14,Frauen-Bundesliga (Matchweek 19),Bayer Leverkusen,4-4-2,1,1.3,Cornelia Kramer · 53&rsquor;,1,0,Köln,4-4-2,1,0.5,Taylor Ziemer · 35&rsquor;,2,0,Bayer Leverkusen,Home,NA,990,341,493,69.2,6829,2888,110,141,78,160,212,75.5,59,105,56.2,1,1,1.4,12,18,10,5,23
Frauen-Bundesliga,2025-04-14,Frauen-Bundesliga (Matchweek 19),Bayer Leverkusen,4-4-2,1,1.3,Cornelia Kramer · 53&rsquor;,1,0,Köln,4-4-2,1,0.5,Taylor Ziemer · 35&rsquor;,2,0,Köln,Away,NA,990,218,344,63.4,4355,1929,78,103,75.7,114,149,76.5,26,78,33.3,1,0.4,0.5,7,18,0,0,21
Frauen-Bundesliga,2025-04-25,Frauen-Bundesliga (Matchweek 20),Turbine Potsdam,5-3-2,1,0.7,Maya Hahn · 31&rsquor; Viktoria Schwalm · 90&rsquor;,3,1,Bayer Leverkusen,4-4-2,3,2.2,Delice Boboy · 26&rsquor; Cornelia Kramer (P) · 61&rsquor; Karólína Lea Vilhjálmsdóttir · 89&rsquor;,0,0,Turbine Potsdam,Home,NA,930,97,205,47.3,1835,999,41,68,60.3,41,67,61.2,13,54,24.1,0,0,0.1,1,3,2,1,3
Frauen-Bundesliga,2025-04-25,Frauen-Bundesliga (Matchweek 20),Turbine Potsdam,5-3-2,1,0.7,Maya Hahn · 31&rsquor; Viktoria Schwalm · 90&rsquor;,3,1,Bayer Leverkusen,4-4-2,3,2.2,Delice Boboy · 26&rsquor; Cornelia Kramer (P) · 61&rsquor; Karólína Lea Vilhjálmsdóttir · 89&rsquor;,0,0,Bayer Leverkusen,Away,NA,990,512,638,80.3,9960,3601,177,201,88.1,255,297,85.9,67,101,66.3,2,1,1.7,14,66,16,2,81
Frauen-Bundesliga,2025-04-26,Frauen-Bundesliga (Matchweek 20),RB Leipzig,4-2-3-1,0,0.1,NA,1,0,Essen,4-2-3-1,3,1.6,Julie Terlinden · 13&rsquor; Annalena Rieke · 31&rsquor; Ramona Maier · 69&rsquor;,0,0,RB Leipzig,Home,NA,990,340,468,72.6,5550,2428,154,190,81.1,118,146,80.8,40,70,57.1,0,0.1,0.2,5,22,5,0,22
Frauen-Bundesliga,2025-04-26,Frauen-Bundesliga (Matchweek 20),RB Leipzig,4-2-3-1,0,0.1,NA,1,0,Essen,4-2-3-1,3,1.6,Julie Terlinden · 13&rsquor; Annalena Rieke · 31&rsquor; Ramona Maier · 69&rsquor;,0,0,Essen,Away,NA,990,373,513,72.7,6616,2430,170,204,83.3,157,191,82.2,35,70,50,2,1.4,1.1,8,20,5,3,28
Frauen-Bundesliga,2025-04-26,Frauen-Bundesliga (Matchweek 20),Werder Bremen,4-4-2,3,2.2,Larissa Mühlhaus · 39&rsquor; Saskia Matheis · 87&rsquor; Emőke Pápai · 89&rsquor;,2,0,Carl-Zeiss Jena,3-4-3,0,1.7,NA,1,0,Werder Bremen,Home,NA,990,337,469,71.9,6553,2924,135,163,82.8,146,185,78.9,52,97,53.6,3,2.1,2.8,14,29,11,2,52
Frauen-Bundesliga,2025-04-26,Frauen-Bundesliga (Matchweek 20),Werder Bremen,4-4-2,3,2.2,Larissa Mühlhaus · 39&rsquor; Saskia Matheis · 87&rsquor; Emőke Pápai · 89&rsquor;,2,0,Carl-Zeiss Jena,3-4-3,0,1.7,NA,1,0,Carl-Zeiss Jena,Away,NA,990,239,375,63.7,4400,2410,101,146,69.2,102,141,72.3,30,64,46.9,0,0.6,1.3,5,19,5,1,23
Frauen-Bundesliga,2025-04-27,Frauen-Bundesliga (Matchweek 20),Bayern Munich,4-2-3-1,3,2,Lea Schüller · 21&rsquor; Pernille Harder · 67&rsquor; Glódís Perla Viggósdóttir · 79&rsquor;,1,0,Freiburg,4-2-3-1,1,0.6,Svenja Fölmli · 28&rsquor;,0,0,Bayern Munich,Home,NA,990,377,491,76.8,7048,2807,157,182,86.3,180,214,84.1,36,73,49.3,2,1.1,0.7,10,32,10,3,39
Frauen-Bundesliga,2025-04-27,Frauen-Bundesliga (Matchweek 20),Bayern Munich,4-2-3-1,3,2,Lea Schüller · 21&rsquor; Pernille Harder · 67&rsquor; Glódís Perla Viggósdóttir · 79&rsquor;,1,0,Freiburg,4-2-3-1,1,0.6,Svenja Fölmli · 28&rsquor;,0,0,Freiburg,Away,NA,990,310,426,72.8,5858,2262,129,168,76.8,134,164,81.7,40,71,56.3,1,0.6,0.8,5,14,5,1,21
Frauen-Bundesliga,2025-04-27,Frauen-Bundesliga (Matchweek 20),Köln,4-4-2,0,0.2,NA,2,0,Eintracht Frankfurt,4-3-1-2,4,3.5,Laura Freigang · 6&rsquor; Nicole Anyomi · 16&rsquor; Laura Freigang · 53&rsquor; Elisa Senß · 90+1&rsquor;,0,0,Köln,Home,NA,990,205,300,68.3,3992,1687,68,91,74.7,101,133,75.9,32,62,51.6,0,0.2,0.3,2,8,2,1,8
Frauen-Bundesliga,2025-04-27,Frauen-Bundesliga (Matchweek 20),Köln,4-4-2,0,0.2,NA,2,0,Eintracht Frankfurt,4-3-1-2,4,3.5,Laura Freigang · 6&rsquor; Nicole Anyomi · 16&rsquor; Laura Freigang · 53&rsquor; Elisa Senß · 90+1&rsquor;,0,0,Eintracht Frankfurt,Away,NA,990,586,703,83.4,10669,3469,228,255,89.4,311,351,88.6,43,75,57.3,4,1.8,1.3,8,55,11,4,60
Frauen-Bundesliga,2025-04-28,Frauen-Bundesliga (Matchweek 20),Wolfsburg,4-3-3,2,1.3,Alexandra Popp · 74&rsquor; Jule Brand · 90+3&rsquor;,0,0,Hoffenheim,4-4-2,1,0.6,Vanessa Diehm · 65&rsquor;,3,0,Wolfsburg,Home,NA,990,381,478,79.7,8411,3494,93,113,82.3,214,240,89.2,71,108,65.7,2,1.3,1.4,13,30,7,1,39
