League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xAG,xA,KP,Final_Third,PPA,CrsPA,PrgP
Frauen-Bundesliga,2024-04-13,Frauen-Bundesliga (Matchweek 18),Bayer Leverkusen,3-4-3,2,1.3,Loreen Bender · 36&rsquor; Nikola Karczewska · 90+3&rsquor;,1,0,Eintracht Frankfurt,4-3-1-2,0,1.6,NA,1,0,Eintracht Frankfurt,Away,NA,990,383,503,76.1,7283,2814,138,166,83.1,201,235,85.5,41,84,48.8,0,0.9,2.6,8,37,13,1,55
Frauen-Bundesliga,2024-04-14,Frauen-Bundesliga (Matchweek 18),1. FC Nürnberg,5-3-2,0,0.2,NA,3,0,Essen,4-2-3-1,4,1.5,Annalena Rieke · 7&rsquor; Lilli Purtscheller · 45+2&rsquor; Lilli Purtscheller · 49&rsquor; Jacqueline Klasen · 54&rsquor;,4,0,1. FC Nürnberg,Home,NA,990,219,310,70.6,4438,1960,71,91,78,117,144,81.3,30,63,47.6,0,0,0.1,1,18,1,0,16
Frauen-Bundesliga,2024-04-14,Frauen-Bundesliga (Matchweek 18),1. FC Nürnberg,5-3-2,0,0.2,NA,3,0,Essen,4-2-3-1,4,1.5,Annalena Rieke · 7&rsquor; Lilli Purtscheller · 45+2&rsquor; Lilli Purtscheller · 49&rsquor; Jacqueline Klasen · 54&rsquor;,4,0,Essen,Away,NA,990,336,430,78.1,5479,2527,172,194,88.7,129,149,86.6,26,60,43.3,3,1.2,1.4,19,20,11,4,37
Frauen-Bundesliga,2024-04-14,Frauen-Bundesliga (Matchweek 18),MSV Duisburg,4-4-2,1,0.6,Taryn Ries · 42&rsquor;,2,0,Bayern Munich,4-2-3-1,5,4.7,Giulia Gwinn · 49&rsquor; Georgia Stanway · 52&rsquor; Magdalena Eriksson · 63&rsquor; Jovana Damnjanović · 87&rsquor; Sydney Lohmann · 89&rsquor;,1,0,MSV Duisburg,Home,NA,990,186,323,57.6,3258,1645,82,105,78.1,74,110,67.3,22,82,26.8,1,0.5,0.2,7,10,2,2,17
Frauen-Bundesliga,2024-04-14,Frauen-Bundesliga (Matchweek 18),MSV Duisburg,4-4-2,1,0.6,Taryn Ries · 42&rsquor;,2,0,Bayern Munich,4-2-3-1,5,4.7,Giulia Gwinn · 49&rsquor; Georgia Stanway · 52&rsquor; Magdalena Eriksson · 63&rsquor; Jovana Damnjanović · 87&rsquor; Sydney Lohmann · 89&rsquor;,1,0,Bayern Munich,Away,NA,990,537,668,80.4,8826,3847,260,298,87.2,232,269,86.2,35,70,50,4,3.6,4.3,27,45,17,3,64
Frauen-Bundesliga,2024-04-15,Frauen-Bundesliga (Matchweek 18),Hoffenheim,4-3-3,1,1,Paulina Krumbiegel · 79&rsquor;,0,0,Köln,4-2-3-1,1,1,Meike Meßmer · 36&rsquor;,2,0,Hoffenheim,Home,NA,990,461,617,74.7,9007,3274,159,207,76.8,248,300,82.7,49,84,58.3,1,0.9,0.9,10,41,10,3,51
Frauen-Bundesliga,2024-04-15,Frauen-Bundesliga (Matchweek 18),Hoffenheim,4-3-3,1,1,Paulina Krumbiegel · 79&rsquor;,0,0,Köln,4-2-3-1,1,1,Meike Meßmer · 36&rsquor;,2,0,Köln,Away,NA,990,209,356,58.7,3646,2090,93,151,61.6,85,127,66.9,23,57,40.4,0,0.4,0.2,9,22,4,1,28
Frauen-Bundesliga,2024-04-19,Frauen-Bundesliga (Matchweek 19),RB Leipzig,4-2-3-1,1,0.3,Mimmi Larsson · 83&rsquor;,1,0,Bayer Leverkusen,3-4-3,0,0.8,NA,2,0,RB Leipzig,Home,NA,990,318,446,71.3,6363,2247,85,106,80.2,176,221,79.6,44,86,51.2,1,0.3,0.2,6,13,3,1,22
Frauen-Bundesliga,2024-04-19,Frauen-Bundesliga (Matchweek 19),RB Leipzig,4-2-3-1,1,0.3,Mimmi Larsson · 83&rsquor;,1,0,Bayer Leverkusen,3-4-3,0,0.8,NA,2,0,Bayer Leverkusen,Away,NA,990,345,477,72.3,6097,2461,151,184,82.1,159,206,77.2,30,61,49.2,0,0.6,0.6,5,21,5,0,33
Frauen-Bundesliga,2024-04-20,Frauen-Bundesliga (Matchweek 19),Essen,4-2-3-1,2,1.8,Beke Sterner · 88&rsquor; Natasha Kowalski (P) · 90&rsquor;,2,0,Hoffenheim,4-3-3,1,2,Laura Pucks (OG) · 77&rsquor;,4,0,Essen,Home,NA,990,280,377,74.3,5363,2479,109,132,82.6,123,158,77.8,42,71,59.2,0,0.8,0.7,10,17,3,1,22
Frauen-Bundesliga,2024-04-20,Frauen-Bundesliga (Matchweek 19),Essen,4-2-3-1,2,1.8,Beke Sterner · 88&rsquor; Natasha Kowalski (P) · 90&rsquor;,2,0,Hoffenheim,4-3-3,1,2,Laura Pucks (OG) · 77&rsquor;,4,0,Hoffenheim,Away,NA,990,329,439,74.9,6464,2859,111,132,84.1,172,203,84.7,43,74,58.1,0,1.9,0.6,13,21,11,5,33
Frauen-Bundesliga,2024-04-20,Frauen-Bundesliga (Matchweek 19),Eintracht Frankfurt,4-3-1-2,4,3,Sara Doorsoun · 5&rsquor; Nicole Anyomi · 31&rsquor; Nicole Anyomi · 43&rsquor; Lara Prašnikar · 64&rsquor;,2,0,1. FC Nürnberg,5-3-2,1,0.6,Selma Sól Magnúsdóttir · 1&rsquor;,3,0,Eintracht Frankfurt,Home,NA,990,437,580,75.3,7859,3464,192,220,87.3,182,220,82.7,49,91,53.8,1,2.2,1.8,14,38,18,7,57
Frauen-Bundesliga,2024-04-20,Frauen-Bundesliga (Matchweek 19),Eintracht Frankfurt,4-3-1-2,4,3,Sara Doorsoun · 5&rsquor; Nicole Anyomi · 31&rsquor; Nicole Anyomi · 43&rsquor; Lara Prašnikar · 64&rsquor;,2,0,1. FC Nürnberg,5-3-2,1,0.6,Selma Sól Magnúsdóttir · 1&rsquor;,3,0,1. FC Nürnberg,Away,NA,990,193,309,62.5,3930,1623,62,95,65.3,102,135,75.6,27,71,38,0,0.3,0.2,3,10,1,0,18
Frauen-Bundesliga,2024-04-21,Frauen-Bundesliga (Matchweek 19),Köln,4-2-3-1,2,2,Selina Cerci · 47&rsquor; Selina Cerci · 84&rsquor;,2,0,Freiburg,4-2-3-1,0,0.5,NA,2,0,Köln,Home,NA,990,218,347,62.8,4369,2002,77,107,72,107,148,72.3,34,76,44.7,2,1.8,0.4,11,20,6,0,25
Frauen-Bundesliga,2024-04-21,Frauen-Bundesliga (Matchweek 19),Köln,4-2-3-1,2,2,Selina Cerci · 47&rsquor; Selina Cerci · 84&rsquor;,2,0,Freiburg,4-2-3-1,0,0.5,NA,2,0,Freiburg,Away,NA,990,339,463,73.2,6463,2441,116,145,80,176,211,83.4,39,77,50.6,0,0.2,0.4,4,18,2,1,23
Frauen-Bundesliga,2024-04-21,Frauen-Bundesliga (Matchweek 19),MSV Duisburg,4-4-2,1,0.4,Natalie Muth · 64&rsquor;,2,0,Wolfsburg,4-3-3,4,5,Alexandra Popp · 71&rsquor; Dominique Janssen (P) · 85&rsquor; Vivien Endemann · 88&rsquor; Ewa Pajor · 89&rsquor;,1,0,MSV Duisburg,Home,NA,990,122,232,52.6,2454,1674,49,74,66.2,43,78,55.1,23,67,34.3,1,0.2,0.4,1,6,2,2,8
Frauen-Bundesliga,2024-04-21,Frauen-Bundesliga (Matchweek 19),MSV Duisburg,4-4-2,1,0.4,Natalie Muth · 64&rsquor;,2,0,Wolfsburg,4-3-3,4,5,Alexandra Popp · 71&rsquor; Dominique Janssen (P) · 85&rsquor; Vivien Endemann · 88&rsquor; Ewa Pajor · 89&rsquor;,1,0,Wolfsburg,Away,NA,990,493,630,78.3,8725,3487,215,254,84.6,217,266,81.6,49,78,62.8,3,3.3,2.5,24,54,17,5,75
Frauen-Bundesliga,2024-04-22,Frauen-Bundesliga (Matchweek 19),Bayern Munich,4-2-3-1,3,2,Magdalena Eriksson · 48&rsquor; Jovana Damnjanović · 57&rsquor; Georgia Stanway · 90+5&rsquor;,0,0,Werder Bremen,4-4-2,0,0.9,NA,0,0,Bayern Munich,Home,NA,990,452,570,79.3,7753,3076,204,242,84.3,187,221,84.6,41,70,58.6,2,1.1,0.5,12,45,9,1,59
Frauen-Bundesliga,2024-04-22,Frauen-Bundesliga (Matchweek 19),Bayern Munich,4-2-3-1,3,2,Magdalena Eriksson · 48&rsquor; Jovana Damnjanović · 57&rsquor; Georgia Stanway · 90+5&rsquor;,0,0,Werder Bremen,4-4-2,0,0.9,NA,0,0,Werder Bremen,Away,NA,990,251,378,66.4,4538,1878,106,125,84.8,105,142,73.9,28,75,37.3,0,0.1,0.1,3,15,1,0,14
Frauen-Bundesliga,2024-05-03,Frauen-Bundesliga (Matchweek 20),Wolfsburg,4-3-3,5,3.6,Dominique Janssen · 7&rsquor; Ewa Pajor · 12&rsquor; Ewa Pajor · 23&rsquor; Alexandra Popp · 36&rsquor; Vivien Endemann · 80&rsquor;,2,0,Köln,4-2-3-1,1,1.1,Anna Gerhardt · 54&rsquor;,4,0,Wolfsburg,Home,NA,990,496,618,80.3,9582,3628,161,205,78.5,281,326,86.2,47,69,68.1,5,3.5,3.2,15,44,13,4,65
Frauen-Bundesliga,2024-05-03,Frauen-Bundesliga (Matchweek 20),Wolfsburg,4-3-3,5,3.6,Dominique Janssen · 7&rsquor; Ewa Pajor · 12&rsquor; Ewa Pajor · 23&rsquor; Alexandra Popp · 36&rsquor; Vivien Endemann · 80&rsquor;,2,0,Köln,4-2-3-1,1,1.1,Anna Gerhardt · 54&rsquor;,4,0,Köln,Away,NA,990,259,367,70.6,4382,1999,114,144,79.2,108,139,77.7,21,51,41.2,1,1,0.4,4,14,3,1,23
Frauen-Bundesliga,2024-05-04,Frauen-Bundesliga (Matchweek 20),Bayer Leverkusen,4-1-4-1,1,0.7,Nikola Karczewska · 62&rsquor;,1,0,Bayern Munich,4-2-3-1,2,1.4,Georgia Stanway · 18&rsquor; Linda Dallmann · 27&rsquor;,2,0,Bayer Leverkusen,Home,NA,990,227,317,71.6,4391,1734,81,101,80.2,110,132,83.3,32,67,47.8,1,0.7,1,3,10,4,3,15
Frauen-Bundesliga,2024-05-04,Frauen-Bundesliga (Matchweek 20),Bayer Leverkusen,4-1-4-1,1,0.7,Nikola Karczewska · 62&rsquor;,1,0,Bayern Munich,4-2-3-1,2,1.4,Georgia Stanway · 18&rsquor; Linda Dallmann · 27&rsquor;,2,0,Bayern Munich,Away,NA,990,650,747,87,11335,3512,292,311,93.9,297,327,90.8,51,80,63.8,1,0.9,0.8,6,44,9,2,42
Frauen-Bundesliga,2024-05-04,Frauen-Bundesliga (Matchweek 20),Hoffenheim,4-2-3-1,1,1,Vanessa Leimenstoll · 90+3&rsquor;,1,0,Eintracht Frankfurt,4-3-1-2,3,1.4,Pia-Sophie Wolter · 17&rsquor; Nicole Anyomi · 35&rsquor; Nicole Anyomi · 47&rsquor;,0,0,Hoffenheim,Home,NA,990,296,403,73.4,6337,2742,80,111,72.1,163,195,83.6,52,85,61.2,1,0.9,0.4,6,15,6,0,28
Frauen-Bundesliga,2024-05-04,Frauen-Bundesliga (Matchweek 20),Hoffenheim,4-2-3-1,1,1,Vanessa Leimenstoll · 90+3&rsquor;,1,0,Eintracht Frankfurt,4-3-1-2,3,1.4,Pia-Sophie Wolter · 17&rsquor; Nicole Anyomi · 35&rsquor; Nicole Anyomi · 47&rsquor;,0,0,Eintracht Frankfurt,Away,NA,990,508,618,82.2,8967,3482,194,226,85.8,256,281,91.1,39,76,51.3,3,1.3,1.1,12,35,11,1,60
Frauen-Bundesliga,2024-05-05,Frauen-Bundesliga (Matchweek 20),Freiburg,4-2-3-1,0,0.7,NA,2,0,Essen,4-2-3-1,1,0.5,Ramona Maier · 64&rsquor;,3,0,Freiburg,Home,NA,990,326,494,66,5880,2652,123,159,77.4,167,220,75.9,29,76,38.2,0,0.5,0.6,7,25,10,5,33
Frauen-Bundesliga,2024-05-05,Frauen-Bundesliga (Matchweek 20),Freiburg,4-2-3-1,0,0.7,NA,2,0,Essen,4-2-3-1,1,0.5,Ramona Maier · 64&rsquor;,3,0,Essen,Away,NA,990,224,374,59.9,4788,2211,71,102,69.6,112,153,73.2,40,107,37.4,1,0.3,0.2,5,14,3,0,27
Frauen-Bundesliga,2024-05-05,Frauen-Bundesliga (Matchweek 20),Werder Bremen,4-3-3,4,3.8,Rieke Dieckmann · 13&rsquor; Reena Wichmann · 29&rsquor; Reena Wichmann · 33&rsquor; Nina Lührßen (P) · 90+3&rsquor;,0,0,MSV Duisburg,4-4-2,2,0.9,Sarah Freutel · 76&rsquor; Jana Radosavljević · 90+4&rsquor;,2,0,Werder Bremen,Home,NA,990,414,536,77.2,8212,3392,119,142,83.8,213,241,88.4,59,101,58.4,3,2.1,1.5,17,35,9,5,44
Frauen-Bundesliga,2024-05-05,Frauen-Bundesliga (Matchweek 20),Werder Bremen,4-3-3,4,3.8,Rieke Dieckmann · 13&rsquor; Reena Wichmann · 29&rsquor; Reena Wichmann · 33&rsquor; Nina Lührßen (P) · 90+3&rsquor;,0,0,MSV Duisburg,4-4-2,2,0.9,Sarah Freutel · 76&rsquor; Jana Radosavljević · 90+4&rsquor;,2,0,MSV Duisburg,Away,NA,990,171,313,54.6,3564,1789,57,91,62.6,79,120,65.8,31,76,40.8,0,0.6,0.5,4,10,2,2,10
Frauen-Bundesliga,2024-05-06,Frauen-Bundesliga (Matchweek 20),1. FC Nürnberg,3-5-2,0,0.6,NA,2,0,RB Leipzig,4-2-3-1,1,2.1,Vanessa Fudalla (P) · 34&rsquor;,3,0,1. FC Nürnberg,Home,NA,990,244,387,63,4488,2014,80,110,72.7,127,180,70.6,25,69,36.2,0,0.5,0.3,8,16,3,2,13
Frauen-Bundesliga,2024-05-06,Frauen-Bundesliga (Matchweek 20),1. FC Nürnberg,3-5-2,0,0.6,NA,2,0,RB Leipzig,4-2-3-1,1,2.1,Vanessa Fudalla (P) · 34&rsquor;,3,0,RB Leipzig,Away,NA,990,291,429,67.8,5382,2581,121,148,81.8,141,188,75,28,77,36.4,0,1,0.5,14,27,7,2,35
Frauen-Bundesliga,2024-05-10,Frauen-Bundesliga (Matchweek 21),RB Leipzig,4-2-3-1,3,1.6,Vanessa Fudalla · 11&rsquor; Sandra Starke · 64&rsquor; Victoria Krug · 79&rsquor;,0,0,Hoffenheim,4-3-3,0,0.9,NA,2,0,RB Leipzig,Home,NA,990,260,386,67.4,4616,1938,108,127,85,113,143,79,30,78,38.5,2,1.2,0.8,7,17,4,0,31
Frauen-Bundesliga,2024-05-10,Frauen-Bundesliga (Matchweek 21),RB Leipzig,4-2-3-1,3,1.6,Vanessa Fudalla · 11&rsquor; Sandra Starke · 64&rsquor; Victoria Krug · 79&rsquor;,0,0,Hoffenheim,4-3-3,0,0.9,NA,2,0,Hoffenheim,Away,NA,990,455,565,80.5,8485,3056,154,181,85.1,253,293,86.3,40,66,60.6,0,0.6,0.8,3,20,9,3,36
Frauen-Bundesliga,2024-05-11,Frauen-Bundesliga (Matchweek 21),Essen,4-2-3-1,2,0.7,Lilli Purtscheller · 10&rsquor; Annalena Rieke · 30&rsquor;,2,0,Köln,4-2-3-1,1,0.9,Natalia Padilla-Bidas · 54&rsquor;,4,0,Essen,Home,NA,990,284,399,71.2,5603,2185,95,116,81.9,150,183,82,33,70,47.1,1,0.3,0.4,6,28,5,1,34
Frauen-Bundesliga,2024-05-11,Frauen-Bundesliga (Matchweek 21),Essen,4-2-3-1,2,0.7,Lilli Purtscheller · 10&rsquor; Annalena Rieke · 30&rsquor;,2,0,Köln,4-2-3-1,1,0.9,Natalia Padilla-Bidas · 54&rsquor;,4,0,Köln,Away,NA,990,380,494,76.9,7614,3041,118,166,71.1,216,250,86.4,45,69,65.2,0,0.1,0.2,4,22,4,0,34
Frauen-Bundesliga,2024-05-11,Frauen-Bundesliga (Matchweek 21),MSV Duisburg,4-4-2,1,0.5,Kara Bathmann · 71&rsquor;,0,0,Bayer Leverkusen,3-4-3,3,3.4,Loreen Bender · 20&rsquor; Nikola Karczewska · 34&rsquor; Synne Hansen · 76&rsquor;,0,0,MSV Duisburg,Home,NA,990,179,298,60.1,3509,1560,71,90,78.9,74,109,67.9,27,81,33.3,1,0.4,0.4,4,11,2,2,15
Frauen-Bundesliga,2024-05-11,Frauen-Bundesliga (Matchweek 21),MSV Duisburg,4-4-2,1,0.5,Kara Bathmann · 71&rsquor;,0,0,Bayer Leverkusen,3-4-3,3,3.4,Loreen Bender · 20&rsquor; Nikola Karczewska · 34&rsquor; Synne Hansen · 76&rsquor;,0,0,Bayer Leverkusen,Away,NA,990,435,548,79.4,7414,3387,207,231,89.6,180,212,84.9,37,67,55.2,3,2.5,2.9,17,44,10,3,54
Frauen-Bundesliga,2024-05-12,Frauen-Bundesliga (Matchweek 21),Bayern Munich,4-2-3-1,4,2.6,Pernille Harder · 5&rsquor; Pernille Harder · 13&rsquor; Pernille Harder · 18&rsquor; Lea Schüller · 78&rsquor;,0,0,1. FC Nürnberg,3-5-2,0,0,NA,3,0,Bayern Munich,Home,NA,990,645,746,86.5,11039,4153,296,322,91.9,314,349,90,34,59,57.6,3,2.4,2.6,13,51,11,4,76
Frauen-Bundesliga,2024-05-12,Frauen-Bundesliga (Matchweek 21),Bayern Munich,4-2-3-1,4,2.6,Pernille Harder · 5&rsquor; Pernille Harder · 13&rsquor; Pernille Harder · 18&rsquor; Lea Schüller · 78&rsquor;,0,0,1. FC Nürnberg,3-5-2,0,0,NA,3,0,1. FC Nürnberg,Away,NA,990,204,287,71.1,3713,1590,80,91,87.9,98,123,79.7,21,58,36.2,0,0,0.1,1,9,2,0,10
Frauen-Bundesliga,2024-05-12,Frauen-Bundesliga (Matchweek 21),Werder Bremen,4-3-3,0,0.7,NA,2,0,Wolfsburg,4-3-3,3,2,Lena Oberdorf · 41&rsquor; Sveindís Jane Jónsdóttir · 83&rsquor; Chantal Hagel · 85&rsquor;,0,0,Werder Bremen,Home,NA,990,223,349,63.9,4569,2099,75,100,75,106,144,73.6,35,85,41.2,0,0.6,0.4,8,17,4,2,22
Frauen-Bundesliga,2024-05-12,Frauen-Bundesliga (Matchweek 21),Werder Bremen,4-3-3,0,0.7,NA,2,0,Wolfsburg,4-3-3,3,2,Lena Oberdorf · 41&rsquor; Sveindís Jane Jónsdóttir · 83&rsquor; Chantal Hagel · 85&rsquor;,0,0,Wolfsburg,Away,NA,990,283,397,71.3,5538,2427,90,116,77.6,164,205,80,29,63,46,2,1.4,1.3,10,24,4,1,29
Frauen-Bundesliga,2024-05-13,Frauen-Bundesliga (Matchweek 21),Eintracht Frankfurt,4-3-1-2,4,2.1,Laura Freigang · 16&rsquor; Remina Chiba · 34&rsquor; Laura Freigang · 54&rsquor; Géraldine Reuteler · 85&rsquor;,1,0,Freiburg,4-2-3-1,2,1.5,Hasret Kayikci · 6&rsquor; Annabel Schasching · 90+3&rsquor;,0,0,Eintracht Frankfurt,Home,NA,990,447,569,78.6,7873,3259,201,236,85.2,194,230,84.3,41,77,53.2,4,1.7,1.2,13,28,5,0,44
Frauen-Bundesliga,2024-05-13,Frauen-Bundesliga (Matchweek 21),Eintracht Frankfurt,4-3-1-2,4,2.1,Laura Freigang · 16&rsquor; Remina Chiba · 34&rsquor; Laura Freigang · 54&rsquor; Géraldine Reuteler · 85&rsquor;,1,0,Freiburg,4-2-3-1,2,1.5,Hasret Kayikci · 6&rsquor; Annabel Schasching · 90+3&rsquor;,0,0,Freiburg,Away,NA,990,251,360,69.7,4820,2358,100,133,75.2,101,134,75.4,43,72,59.7,0,1,1.2,9,25,5,3,33
Frauen-Bundesliga,2024-05-20,Frauen-Bundesliga (Matchweek 22),1. FC Nürnberg,3-5-2,2,1.7,Medina Dešić · 41&rsquor; Lara Schmidt · 81&rsquor;,1,0,MSV Duisburg,3-4-3,1,1.9,Taryn Ries · 90+2&rsquor;,3,0,1. FC Nürnberg,Home,NA,990,272,400,68,5320,2524,98,125,78.4,136,165,82.4,34,89,38.2,2,1.2,0.3,13,14,6,3,16
Frauen-Bundesliga,2024-05-20,Frauen-Bundesliga (Matchweek 22),1. FC Nürnberg,3-5-2,2,1.7,Medina Dešić · 41&rsquor; Lara Schmidt · 81&rsquor;,1,0,MSV Duisburg,3-4-3,1,1.9,Taryn Ries · 90+2&rsquor;,3,0,MSV Duisburg,Away,NA,990,274,394,69.5,5970,2845,101,128,78.9,108,142,76.1,60,102,58.8,1,1.7,1,11,34,9,5,26
Frauen-Bundesliga,2024-05-20,Frauen-Bundesliga (Matchweek 22),Wolfsburg,4-3-3,6,5.6,Chantal Hagel · 10&rsquor; Ewa Pajor · 11&rsquor; Ewa Pajor · 24&rsquor; Ewa Pajor · 35&rsquor; Vivien Endemann · 45+3&rsquor; Jule Brand · 83&rsquor;,1,0,Essen,4-2-3-1,0,0.8,Sophia Winkler · 20&rsquor;,0,1,Wolfsburg,Home,NA,990,414,530,78.1,7949,3389,156,196,79.6,212,247,85.8,43,67,64.2,4,3.9,2.9,17,57,17,5,81
Frauen-Bundesliga,2024-05-20,Frauen-Bundesliga (Matchweek 22),Wolfsburg,4-3-3,6,5.6,Chantal Hagel · 10&rsquor; Ewa Pajor · 11&rsquor; Ewa Pajor · 24&rsquor; Ewa Pajor · 35&rsquor; Vivien Endemann · 45+3&rsquor; Jule Brand · 83&rsquor;,1,0,Essen,4-2-3-1,0,0.8,Sophia Winkler · 20&rsquor;,0,1,Essen,Away,NA,919,146,250,58.4,2847,1468,64,75,85.3,54,87,62.1,24,69,34.8,0,0.8,0.2,7,3,0,0,4
Frauen-Bundesliga,2024-05-20,Frauen-Bundesliga (Matchweek 22),Freiburg,4-3-3,2,1.4,Janina Minge · 29&rsquor; Eileen Campbell · 60&rsquor;,3,0,RB Leipzig,4-2-3-1,1,2,Mimmi Larsson · 42&rsquor;,0,0,Freiburg,Home,NA,990,308,460,67,5913,2862,119,159,74.8,143,180,79.4,39,87,44.8,2,1.2,0.8,10,16,7,3,32
Frauen-Bundesliga,2024-05-20,Frauen-Bundesliga (Matchweek 22),Freiburg,4-3-3,2,1.4,Janina Minge · 29&rsquor; Eileen Campbell · 60&rsquor;,3,0,RB Leipzig,4-2-3-1,1,2,Mimmi Larsson · 42&rsquor;,0,0,RB Leipzig,Away,NA,990,305,434,70.3,6033,2967,122,155,78.7,137,174,78.7,44,89,49.4,1,1.7,0.7,10,26,8,2,29
Frauen-Bundesliga,2024-05-20,Frauen-Bundesliga (Matchweek 22),Köln,4-2-3-1,0,0.8,NA,3,0,Eintracht Frankfurt,4-3-1-2,1,1.3,Géraldine Reuteler · 27&rsquor;,0,0,Köln,Home,NA,990,306,408,75,6265,2717,112,139,80.6,137,168,81.5,54,82,65.9,0,0.7,0.4,6,20,3,2,31
Frauen-Bundesliga,2024-05-20,Frauen-Bundesliga (Matchweek 22),Köln,4-2-3-1,0,0.8,NA,3,0,Eintracht Frankfurt,4-3-1-2,1,1.3,Géraldine Reuteler · 27&rsquor;,0,0,Eintracht Frankfurt,Away,NA,990,437,553,79,8149,3501,182,209,87.1,198,233,85,51,91,56,1,0.9,1.5,9,42,11,1,52
Frauen-Bundesliga,2024-05-20,Frauen-Bundesliga (Matchweek 22),Bayer Leverkusen,3-4-3,2,1.7,Kristin Kögel · 56&rsquor; Julie Jorde · 86&rsquor;,4,0,Werder Bremen,4-3-1-2,3,2.3,Sophie Weidauer · 42&rsquor; Michaela Brandenburg · 51&rsquor; Michelle Ulbrich (P) · 58&rsquor;,2,0,Bayer Leverkusen,Home,NA,990,262,382,68.6,5171,2477,84,107,78.5,149,194,76.8,28,67,41.8,1,0.4,0.4,7,27,4,0,34
Frauen-Bundesliga,2024-05-20,Frauen-Bundesliga (Matchweek 22),Bayer Leverkusen,3-4-3,2,1.7,Kristin Kögel · 56&rsquor; Julie Jorde · 86&rsquor;,4,0,Werder Bremen,4-3-1-2,3,2.3,Sophie Weidauer · 42&rsquor; Michaela Brandenburg · 51&rsquor; Michelle Ulbrich (P) · 58&rsquor;,2,0,Werder Bremen,Away,NA,990,319,427,74.7,6402,2702,88,119,73.9,200,234,85.5,29,60,48.3,1,1.2,1,9,25,7,2,39
Frauen-Bundesliga,2024-05-20,Frauen-Bundesliga (Matchweek 22),Hoffenheim,4-3-3,1,1.4,Fabienne Dongus · 21&rsquor;,3,0,Bayern Munich,4-2-3-1,4,3.5,Carolin Simon · 10&rsquor; Linda Dallmann · 53&rsquor; Pernille Harder · 83&rsquor; Lea Schüller · 90+2&rsquor;,1,0,Hoffenheim,Home,NA,990,310,398,77.9,5982,2185,105,121,86.8,156,171,91.2,40,81,49.4,1,1.4,1.1,7,19,5,2,19
Frauen-Bundesliga,2024-05-20,Frauen-Bundesliga (Matchweek 22),Hoffenheim,4-3-3,1,1.4,Fabienne Dongus · 21&rsquor;,3,0,Bayern Munich,4-2-3-1,4,3.5,Carolin Simon · 10&rsquor; Linda Dallmann · 53&rsquor; Pernille Harder · 83&rsquor; Lea Schüller · 90+2&rsquor;,1,0,Bayern Munich,Away,NA,990,460,553,83.2,8501,2814,186,203,91.6,227,264,86,45,68,66.2,1,1.2,0.6,7,39,5,1,44
Frauen-Bundesliga,2024-08-30,Frauen-Bundesliga (Matchweek 1),Turbine Potsdam,4-4-2,0,0.1,NA,2,0,Bayern Munich,4-2-3-1,2,2.8,Linda Sembrant · 22&rsquor; Linda Sembrant · 85&rsquor;,0,0,Turbine Potsdam,Home,NA,990,162,259,62.5,2376,1070,95,121,78.5,50,80,62.5,8,39,20.5,0,0,0,1,5,0,0,6
Frauen-Bundesliga,2024-08-30,Frauen-Bundesliga (Matchweek 1),Turbine Potsdam,4-4-2,0,0.1,NA,2,0,Bayern Munich,4-2-3-1,2,2.8,Linda Sembrant · 22&rsquor; Linda Sembrant · 85&rsquor;,0,0,Bayern Munich,Away,NA,990,630,740,85.1,12153,3916,214,246,87,349,380,91.8,60,92,65.2,2,2.1,1.5,10,74,8,0,67
Frauen-Bundesliga,2024-08-31,Frauen-Bundesliga (Matchweek 1),Eintracht Frankfurt,4-3-3,2,2.9,Géraldine Reuteler · 57&rsquor; Elisa Senß · 81&rsquor;,0,0,Carl-Zeiss Jena,4-3-3,0,0.3,NA,1,0,Eintracht Frankfurt,Home,NA,990,583,694,84,10342,3445,237,274,86.5,302,336,89.9,40,66,60.6,1,2.8,3.1,18,77,17,6,96
Frauen-Bundesliga,2024-08-31,Frauen-Bundesliga (Matchweek 1),Eintracht Frankfurt,4-3-3,2,2.9,Géraldine Reuteler · 57&rsquor; Elisa Senß · 81&rsquor;,0,0,Carl-Zeiss Jena,4-3-3,0,0.3,NA,1,0,Carl-Zeiss Jena,Away,NA,990,177,262,67.6,2941,1585,85,99,85.9,52,79,65.8,23,54,42.6,0,0.3,0.4,2,4,3,1,4
Frauen-Bundesliga,2024-09-01,Frauen-Bundesliga (Matchweek 1),Essen,4-2-3-1,1,0.6,Annalena Rieke · 70&rsquor;,0,0,Hoffenheim,4-4-2,2,2.6,Selina Cerci · 6&rsquor; Ereleta Memeti · 62&rsquor;,1,0,Essen,Home,NA,990,267,375,71.2,5524,2317,81,109,74.3,137,168,81.5,42,79,53.2,1,0.5,0.4,10,28,5,1,29
