League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xAG_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,PrgP_Passes,Carries_Carries,PrgC_Carries,Att_Take_Ons,Succ_Take_Ons
Première Ligue,2025-01-08,Première Ligue (Regular season),Saint-Étienne,4-2-3-1,0,0.7,NA,0,0,Stade de Reims,4-5-1,3,0.9,Maïté Boucly · 39&rsquor; Hawa Sangare · 61&rsquor; Hawa Sangare · 68&rsquor;,2,0,Saint-Étienne,Home,NA,990,0,0,0,0,9,6,0,0,548,20,5,14,0.7,0.7,0.3,12,0,328,442,74.2,39,214,10,19,9
Première Ligue,2025-01-08,Première Ligue (Regular season),Saint-Étienne,4-2-3-1,0,0.7,NA,0,0,Stade de Reims,4-5-1,3,0.9,Maïté Boucly · 39&rsquor; Hawa Sangare · 61&rsquor; Hawa Sangare · 68&rsquor;,2,0,Stade de Reims,Away,NA,990,3,3,0,0,8,4,2,0,430,20,12,8,0.9,0.9,0.7,13,5,216,333,64.9,24,159,16,12,7
Première Ligue,2025-01-08,Première Ligue (Regular season),Lyon,4-2-3-1,2,2.8,Vanessa Gilles · 27&rsquor; Daniëlle van de Donk · 43&rsquor;,1,0,Dijon,5-4-1,0,0.3,NA,0,0,Lyon,Home,NA,990,2,1,0,0,18,6,1,0,855,14,6,6,2.8,2.8,2.6,30,4,659,768,85.8,87,332,30,16,7
Première Ligue,2025-01-08,Première Ligue (Regular season),Lyon,4-2-3-1,2,2.8,Vanessa Gilles · 27&rsquor; Daniëlle van de Donk · 43&rsquor;,1,0,Dijon,5-4-1,0,0.3,NA,0,0,Dijon,Away,NA,990,0,0,0,0,4,2,0,0,341,13,13,6,0.3,0.3,0.3,8,0,143,227,63,18,80,4,9,2
Première Ligue,2025-01-17,Première Ligue (Regular season),Fleury,3-4-1-2,6,3.4,Batcheba Louis · 17&rsquor; Faustine Robert · 25&rsquor; Batcheba Louis · 46&rsquor; Batcheba Louis · 48&rsquor; Aissata Traoré · 55&rsquor; Airine Fontaine · 90+4&rsquor;,3,0,Saint-Étienne,4-2-3-1,0,0.4,NA,1,0,Fleury,Home,NA,990,6,5,0,0,20,11,3,0,591,18,10,12,3.6,3.6,3,35,12,379,486,78,35,261,15,22,10
Première Ligue,2025-01-17,Première Ligue (Regular season),Fleury,3-4-1-2,6,3.4,Batcheba Louis · 17&rsquor; Faustine Robert · 25&rsquor; Batcheba Louis · 46&rsquor; Batcheba Louis · 48&rsquor; Aissata Traoré · 55&rsquor; Airine Fontaine · 90+4&rsquor;,3,0,Saint-Étienne,4-2-3-1,0,0.4,NA,1,0,Saint-Étienne,Away,NA,990,0,0,0,0,10,6,1,0,545,22,13,11,0.4,0.4,0.3,16,0,331,442,74.9,31,189,10,20,13
Première Ligue,2025-01-18,Première Ligue (Regular season),Paris FC,4-2-3-1,6,3.6,Kessya Bussy · 28&rsquor; Kessya Bussy · 44&rsquor; Kessya Bussy · 45+1&rsquor; Grace Kazadi (OG) · 51&rsquor; Mathilde Bourdieu · 62&rsquor; Théa Greboval · 73&rsquor;,0,0,Guingamp,4-2-3-1,0,0.2,Sofia Guellati · 34&rsquor;,0,1,Paris FC,Home,NA,990,5,5,0,0,24,13,0,0,741,8,10,11,3.6,3.6,3,35,10,537,653,82.2,90,416,31,19,11
Première Ligue,2025-01-18,Première Ligue (Regular season),Paris FC,4-2-3-1,6,3.6,Kessya Bussy · 28&rsquor; Kessya Bussy · 44&rsquor; Kessya Bussy · 45+1&rsquor; Grace Kazadi (OG) · 51&rsquor; Mathilde Bourdieu · 62&rsquor; Théa Greboval · 73&rsquor;,0,0,Guingamp,4-2-3-1,0,0.2,Sofia Guellati · 34&rsquor;,0,1,Guingamp,Away,NA,933,0,0,0,0,5,3,0,1,466,14,15,11,0.2,0.2,0.2,8,0,243,357,68.1,16,190,7,8,2
Première Ligue,2025-01-18,Première Ligue (Regular season),Montpellier,4-3-3,1,0.9,Kethna Louis · 90+7&rsquor;,1,0,Le Havre,4-3-3,3,0.9,Laurie Cance · 16&rsquor; Chancelle Effa Effa · 25&rsquor; Laurie Cance · 90+2&rsquor;,1,0,Montpellier,Home,NA,990,1,1,0,0,13,4,1,0,702,14,20,10,0.9,0.9,0.6,22,2,446,584,76.4,70,301,20,17,4
Première Ligue,2025-01-18,Première Ligue (Regular season),Montpellier,4-3-3,1,0.9,Kethna Louis · 90+7&rsquor;,1,0,Le Havre,4-3-3,3,0.9,Laurie Cance · 16&rsquor; Chancelle Effa Effa · 25&rsquor; Laurie Cance · 90+2&rsquor;,1,0,Le Havre,Away,NA,990,3,3,0,0,9,3,1,0,472,25,6,12,1,1,0.7,14,5,222,362,61.3,21,88,5,8,6
Première Ligue,2025-01-18,Première Ligue (Regular season),Dijon,4-3-3,1,0.7,Klaudia Jedlińska · 76&rsquor;,1,0,Strasbourg,3-4-3,0,0.4,NA,0,0,Dijon,Home,NA,990,1,1,0,0,15,3,1,0,675,9,10,14,0.7,0.7,0.6,24,2,460,579,79.4,48,277,14,14,6
Première Ligue,2025-01-18,Première Ligue (Regular season),Dijon,4-3-3,1,0.7,Klaudia Jedlińska · 76&rsquor;,1,0,Strasbourg,3-4-3,0,0.4,NA,0,0,Strasbourg,Away,NA,990,0,0,0,0,7,2,0,0,576,18,7,12,0.4,0.4,0,6,0,357,480,74.4,36,279,9,9,4
Première Ligue,2025-01-18,Première Ligue (Regular season),Nantes,4-2-3-1,1,0.6,Danielle Marcano · 66&rsquor;,3,0,Stade de Reims,5-4-1,1,1.6,Léa Bourgain · 85&rsquor;,0,0,Nantes,Home,NA,990,1,0,0,0,15,3,3,0,662,23,11,10,0.6,0.6,0.4,24,1,409,547,74.8,48,257,10,16,7
Première Ligue,2025-01-18,Première Ligue (Regular season),Nantes,4-2-3-1,1,0.6,Danielle Marcano · 66&rsquor;,3,0,Stade de Reims,5-4-1,1,1.6,Léa Bourgain · 85&rsquor;,0,0,Stade de Reims,Away,NA,990,1,1,0,0,13,5,0,0,561,18,10,12,1.6,1.6,1.4,19,2,311,442,70.4,27,178,16,26,14
Première Ligue,2025-01-18,Première Ligue (Regular season),Paris Saint-Germain,3-5-2,0,0.5,NA,1,0,Lyon,4-2-3-1,2,1.4,Melchie Dumornay · 7&rsquor; Kadidiatou Diani · 31&rsquor;,2,0,Paris Saint-Germain,Home,NA,990,0,0,0,0,7,1,1,0,520,21,18,12,0.5,0.5,0.4,13,0,298,407,73.2,31,186,10,5,1
Première Ligue,2025-01-18,Première Ligue (Regular season),Paris Saint-Germain,3-5-2,0,0.5,NA,1,0,Lyon,4-2-3-1,2,1.4,Melchie Dumornay · 7&rsquor; Kadidiatou Diani · 31&rsquor;,2,0,Lyon,Away,NA,990,2,1,0,0,15,5,2,0,516,22,7,5,1.4,1.4,0.8,21,4,313,432,72.5,22,176,19,9,4
Première Ligue,2025-01-31,Première Ligue (Regular season),Montpellier,4-4-2,1,0.1,Sonia Ouchene · 45+1&rsquor;,1,0,Lyon,4-2-3-1,4,3,Wendie Renard · 30&rsquor; Amel Majri · 37&rsquor; Lindsey Heaps · 45+2&rsquor; Sara Däbritz · 59&rsquor;,0,0,Montpellier,Home,NA,990,1,1,0,0,3,1,1,0,420,28,7,6,0.1,0.1,0.1,6,2,191,307,62.2,10,156,17,14,4
Première Ligue,2025-01-31,Première Ligue (Regular season),Montpellier,4-4-2,1,0.1,Sonia Ouchene · 45+1&rsquor;,1,0,Lyon,4-2-3-1,4,3,Wendie Renard · 30&rsquor; Amel Majri · 37&rsquor; Lindsey Heaps · 45+2&rsquor; Sara Däbritz · 59&rsquor;,0,0,Lyon,Away,NA,990,4,3,0,1,19,10,0,0,942,21,8,7,3.1,2.3,1.3,36,8,724,831,87.1,85,422,21,21,11
Première Ligue,2025-02-01,Première Ligue (Regular season),Stade de Reims,3-4-3,0,0.2,NA,4,0,Paris FC,4-2-3-1,3,1.7,Clara Matéo · 19&rsquor; Clara Matéo · 45+1&rsquor; Kessya Bussy · 62&rsquor;,2,0,Stade de Reims,Home,NA,990,0,0,0,0,5,1,4,0,550,25,11,18,0.2,0.2,0.1,6,0,276,421,65.6,26,233,11,30,10
Première Ligue,2025-02-01,Première Ligue (Regular season),Stade de Reims,3-4-3,0,0.2,NA,4,0,Paris FC,4-2-3-1,3,1.7,Clara Matéo · 19&rsquor; Clara Matéo · 45+1&rsquor; Kessya Bussy · 62&rsquor;,2,0,Paris FC,Away,NA,990,3,3,0,0,22,12,2,0,696,41,15,9,1.7,1.7,1.5,35,6,405,531,76.3,53,282,12,25,10
Première Ligue,2025-02-01,Première Ligue (Regular season),Saint-Étienne,4-2-3-1,2,1.4,Cindy Caputo · 7&rsquor; Cindy Caputo · 76&rsquor;,0,0,Nantes,4-2-3-1,2,1,Louise Fleury · 15&rsquor; Solene Champagnac (OG) · 81&rsquor;,2,0,Saint-Étienne,Home,NA,990,2,1,0,0,17,9,0,0,522,19,16,17,1.4,1.4,0.8,29,3,286,401,71.3,37,210,18,32,16
Première Ligue,2025-02-01,Première Ligue (Regular season),Saint-Étienne,4-2-3-1,2,1.4,Cindy Caputo · 7&rsquor; Cindy Caputo · 76&rsquor;,0,0,Nantes,4-2-3-1,2,1,Louise Fleury · 15&rsquor; Solene Champagnac (OG) · 81&rsquor;,2,0,Nantes,Away,NA,990,1,0,0,0,16,5,2,0,695,22,17,15,1,1,0.6,27,2,453,576,78.6,41,325,13,16,5
Première Ligue,2025-02-01,Première Ligue (Regular season),Le Havre,4-1-4-1,0,0.6,NA,1,0,Fleury,3-4-1-2,0,1,NA,2,0,Le Havre,Home,NA,990,0,0,0,0,7,2,1,0,540,17,6,9,0.6,0.6,0.5,8,0,296,418,70.8,18,196,6,7,1
Première Ligue,2025-02-01,Première Ligue (Regular season),Le Havre,4-1-4-1,0,0.6,NA,1,0,Fleury,3-4-1-2,0,1,NA,2,0,Fleury,Away,NA,990,0,0,0,0,11,5,2,0,767,18,5,11,1,1,0.8,19,0,534,663,80.5,73,273,19,21,8
Première Ligue,2025-02-01,Première Ligue (Regular season),Guingamp,4-2-3-1,0,0.1,NA,3,0,Dijon,4-3-3,3,0.5,Wang Yanwen · 9&rsquor; Klaudia Jedlińska · 22&rsquor; Nadia Krezyman · 45&rsquor;,2,0,Guingamp,Home,NA,990,0,0,0,0,3,0,3,0,552,22,4,2,0.1,0.1,0.1,5,0,345,461,74.8,34,203,10,19,7
Première Ligue,2025-02-01,Première Ligue (Regular season),Guingamp,4-2-3-1,0,0.1,NA,3,0,Dijon,4-3-3,3,0.5,Wang Yanwen · 9&rsquor; Klaudia Jedlińska · 22&rsquor; Nadia Krezyman · 45&rsquor;,2,0,Dijon,Away,NA,990,3,3,0,0,10,7,2,0,660,21,22,6,0.5,0.5,0.4,18,6,445,548,81.2,33,471,21,16,6
Première Ligue,2025-02-01,Première Ligue (Regular season),Strasbourg,5-3-2,1,0.2,Liana Joseph · 90+3&rsquor;,1,0,Paris Saint-Germain,4-2-3-1,2,0.5,Romée Leuchter · 45&rsquor; Laurine Hannequin (OG) · 63&rsquor;,3,0,Strasbourg,Home,NA,990,1,1,0,0,3,1,1,0,380,26,11,5,0.2,0.2,0.2,6,2,183,279,65.6,11,108,2,8,1
Première Ligue,2025-02-01,Première Ligue (Regular season),Strasbourg,5-3-2,1,0.2,Liana Joseph · 90+3&rsquor;,1,0,Paris Saint-Germain,4-2-3-1,2,0.5,Romée Leuchter · 45&rsquor; Laurine Hannequin (OG) · 63&rsquor;,3,0,Paris Saint-Germain,Away,NA,990,1,1,0,0,9,3,3,0,608,20,8,8,0.5,0.5,0.4,17,2,417,534,78.1,45,245,18,20,6
Première Ligue,2025-02-14,Première Ligue (Regular season),Paris FC,4-2-3-1,4,2.3,Maëlle Garbino · 48&rsquor; Maëlle Garbino · 54&rsquor; Mathilde Bourdieu · 72&rsquor; Kessya Bussy · 76&rsquor;,0,0,Saint-Étienne,4-2-3-1,0,0.1,NA,0,0,Paris FC,Home,NA,990,4,3,0,0,18,7,0,0,699,18,8,11,2.4,2.4,1.8,31,7,505,607,83.2,71,396,19,22,9
Première Ligue,2025-02-14,Première Ligue (Regular season),Paris FC,4-2-3-1,4,2.3,Maëlle Garbino · 48&rsquor; Maëlle Garbino · 54&rsquor; Mathilde Bourdieu · 72&rsquor; Kessya Bussy · 76&rsquor;,0,0,Saint-Étienne,4-2-3-1,0,0.1,NA,0,0,Saint-Étienne,Away,NA,990,0,0,0,0,3,1,0,0,472,23,9,16,0.1,0.1,0.1,6,0,263,367,71.7,17,187,4,6,2
Première Ligue,2025-02-15,Première Ligue (Regular season),Fleury,3-4-1-2,1,0.5,Aissata Traoré · 40&rsquor;,1,0,Strasbourg,3-4-3,1,1.1,Liana Joseph · 79&rsquor;,0,0,Fleury,Home,NA,990,1,1,0,0,12,4,1,0,488,21,7,13,0.5,0.5,0.4,18,2,286,402,71.1,36,120,5,9,4
Première Ligue,2025-02-15,Première Ligue (Regular season),Fleury,3-4-1-2,1,0.5,Aissata Traoré · 40&rsquor;,1,0,Strasbourg,3-4-3,1,1.1,Liana Joseph · 79&rsquor;,0,0,Strasbourg,Away,NA,990,1,0,0,0,12,5,0,0,599,14,8,9,1.1,1.1,0.8,19,1,382,482,79.3,40,294,15,21,6
Première Ligue,2025-02-15,Première Ligue (Regular season),Lyon,4-2-3-1,7,3.2,Vanessa Gilles · 10&rsquor; Melchie Dumornay · 30&rsquor; Kadidiatou Diani · 35&rsquor; Kadidiatou Diani · 59&rsquor; Kadidiatou Diani · 62&rsquor; Daniëlle van de Donk · 69&rsquor; Sofia Huerta · 72&rsquor;,1,0,Guingamp,4-4-2,0,0,NA,0,0,Lyon,Home,NA,990,7,6,0,0,38,17,1,0,792,18,16,10,3.3,3.3,2.4,71,14,568,671,84.6,48,570,53,23,14
Première Ligue,2025-02-15,Première Ligue (Regular season),Lyon,4-2-3-1,7,3.2,Vanessa Gilles · 10&rsquor; Melchie Dumornay · 30&rsquor; Kadidiatou Diani · 35&rsquor; Kadidiatou Diani · 59&rsquor; Kadidiatou Diani · 62&rsquor; Daniëlle van de Donk · 69&rsquor; Sofia Huerta · 72&rsquor;,1,0,Guingamp,4-4-2,0,0,NA,0,0,Guingamp,Away,NA,990,0,0,0,0,0,0,0,0,466,20,10,18,0,0,0,0,0,230,326,70.6,24,116,7,14,4
Première Ligue,2025-02-15,Première Ligue (Regular season),Dijon,4-3-3,2,1.8,Meriame Terchoun · 37&rsquor; Klaudia Jedlińska · 90&rsquor;,4,0,Stade de Reims,3-4-3,1,1.1,Hawa Sangare · 59&rsquor;,0,0,Dijon,Home,NA,990,2,1,0,1,14,7,4,0,612,19,4,10,1.9,1.1,0.8,25,3,407,526,77.4,50,192,10,18,10
Première Ligue,2025-02-15,Première Ligue (Regular season),Dijon,4-3-3,2,1.8,Meriame Terchoun · 37&rsquor; Klaudia Jedlińska · 90&rsquor;,4,0,Stade de Reims,3-4-3,1,1.1,Hawa Sangare · 59&rsquor;,0,0,Stade de Reims,Away,NA,990,1,1,0,0,7,1,0,0,488,26,5,11,1.1,1.1,1,13,2,270,382,70.7,22,242,14,9,3
Première Ligue,2025-02-15,Première Ligue (Regular season),Nantes,4-2-3-1,2,2.2,Julie Machart (P) · 2&rsquor; Naomie Vagre · 29&rsquor;,3,0,Le Havre,4-1-4-1,2,1,Laurie Cance · 21&rsquor; Ikram Adjabi · 31&rsquor;,0,0,Nantes,Home,NA,990,2,0,1,1,10,3,3,0,659,22,10,10,2.4,1.7,0.8,17,2,401,542,74,27,241,10,25,11
Première Ligue,2025-02-15,Première Ligue (Regular season),Nantes,4-2-3-1,2,2.2,Julie Machart (P) · 2&rsquor; Naomie Vagre · 29&rsquor;,3,0,Le Havre,4-1-4-1,2,1,Laurie Cance · 21&rsquor; Ikram Adjabi · 31&rsquor;,0,0,Le Havre,Away,NA,990,2,0,0,0,11,5,0,0,541,23,12,10,1,1,0.9,16,2,263,411,64,49,187,10,8,1
Première Ligue,2025-02-15,Première Ligue (Regular season),Paris Saint-Germain,4-2-3-1,4,3.1,Grace Geyoro · 23&rsquor; Jennifer Echegini · 35&rsquor; Sakina Karchaoui · 65&rsquor; Romée Leuchter (P) · 87&rsquor;,2,0,Montpellier,4-4-2,1,0.8,Soufiya Ngueleu · 90+1&rsquor;,2,0,Paris Saint-Germain,Home,NA,990,4,2,1,1,14,8,2,0,791,13,14,17,3.2,2.5,1.5,23,6,597,690,86.5,67,355,9,13,6
Première Ligue,2025-02-15,Première Ligue (Regular season),Paris Saint-Germain,4-2-3-1,4,3.1,Grace Geyoro · 23&rsquor; Jennifer Echegini · 35&rsquor; Sakina Karchaoui · 65&rsquor; Romée Leuchter (P) · 87&rsquor;,2,0,Montpellier,4-4-2,1,0.8,Soufiya Ngueleu · 90+1&rsquor;,2,0,Montpellier,Away,NA,990,1,0,0,0,4,2,2,0,446,16,13,12,0.8,0.8,0.1,6,2,230,328,70.1,10,130,6,7,3
Première Ligue,2025-03-01,Première Ligue (Regular season),Dijon,3-4-3,0,0,NA,3,0,Paris Saint-Germain,4-2-3-1,1,1.6,Tara Elimbi Gilbert · 81&rsquor;,0,0,Dijon,Home,NA,990,0,0,0,0,1,0,3,0,411,20,11,13,0,0,0,2,0,200,290,69,17,114,6,19,9
Première Ligue,2025-03-01,Première Ligue (Regular season),Dijon,3-4-3,0,0,NA,3,0,Paris Saint-Germain,4-2-3-1,1,1.6,Tara Elimbi Gilbert · 81&rsquor;,0,0,Paris Saint-Germain,Away,NA,990,1,1,0,0,17,2,0,0,719,14,10,10,1.7,1.7,1,31,2,520,619,84,75,340,20,21,13
Première Ligue,2025-03-01,Première Ligue (Regular season),Saint-Étienne,4-3-3,1,1,Adéle Connesson (P) · 82&rsquor;,2,0,Le Havre,4-2-3-1,2,0.7,Laurie Cance · 26&rsquor; Madeline Roth · 71&rsquor;,3,0,Saint-Étienne,Home,NA,990,1,0,1,1,6,0,2,0,597,17,8,4,1.1,0.4,0.3,11,1,367,517,71,24,258,9,10,2
Première Ligue,2025-03-01,Première Ligue (Regular season),Saint-Étienne,4-3-3,1,1,Adéle Connesson (P) · 82&rsquor;,2,0,Le Havre,4-2-3-1,2,0.7,Laurie Cance · 26&rsquor; Madeline Roth · 71&rsquor;,3,0,Le Havre,Away,NA,990,2,1,0,0,10,5,3,0,423,25,14,8,0.7,0.7,0.5,14,3,179,317,56.5,34,163,11,6,1
Première Ligue,2025-03-01,Première Ligue (Regular season),Paris FC,4-2-3-1,0,1.4,NA,0,0,Nantes,4-4-2,0,0.3,NA,0,0,Paris FC,Home,NA,990,0,0,0,0,23,11,0,0,719,14,13,16,1.4,1.4,1,41,0,470,590,79.7,73,346,14,20,10
Première Ligue,2025-03-01,Première Ligue (Regular season),Paris FC,4-2-3-1,0,1.4,NA,0,0,Nantes,4-4-2,0,0.3,NA,0,0,Nantes,Away,NA,990,0,0,0,0,7,4,0,0,519,24,14,13,0.3,0.3,0.2,9,0,268,393,68.2,7,291,18,17,6
Première Ligue,2025-03-01,Première Ligue (Regular season),Stade de Reims,3-4-3,2,0.4,Monique Ngock · 52&rsquor; Celeste Boureille (OG) · 80&rsquor;,2,0,Montpellier,3-5-2,4,1.2,Judith Coquet · 49&rsquor; Judith Coquet · 70&rsquor; Ifeoma Onumonu · 78&rsquor; Judith Coquet · 86&rsquor;,2,0,Stade de Reims,Home,NA,990,1,1,0,0,9,4,2,0,481,25,12,6,0.4,0.4,0.4,16,2,242,381,63.5,26,160,17,11,6
Première Ligue,2025-03-01,Première Ligue (Regular season),Stade de Reims,3-4-3,2,0.4,Monique Ngock · 52&rsquor; Celeste Boureille (OG) · 80&rsquor;,2,0,Montpellier,3-5-2,4,1.2,Judith Coquet · 49&rsquor; Judith Coquet · 70&rsquor; Ifeoma Onumonu · 78&rsquor; Judith Coquet · 86&rsquor;,2,0,Montpellier,Away,NA,990,4,2,0,0,9,5,2,0,499,7,5,12,1.2,1.2,1.1,16,8,279,397,70.3,24,271,17,20,4
Première Ligue,2025-03-01,Première Ligue (Regular season),Guingamp,4-4-2,0,0.3,NA,4,0,Fleury,3-4-1-2,6,2.4,Morgane Martins · 26&rsquor; Marine Dafeur · 35&rsquor; Batcheba Louis · 45+2&rsquor; Aissata Traoré · 53&rsquor; Aissata Traoré (P) · 61&rsquor; Airine Fontaine · 83&rsquor;,2,0,Guingamp,Home,NA,990,0,0,0,0,5,2,4,0,599,24,12,8,0.3,0.3,0.3,6,0,390,490,79.6,18,260,9,16,7
Première Ligue,2025-03-01,Première Ligue (Regular season),Guingamp,4-4-2,0,0.3,NA,4,0,Fleury,3-4-1-2,6,2.4,Morgane Martins · 26&rsquor; Marine Dafeur · 35&rsquor; Batcheba Louis · 45+2&rsquor; Aissata Traoré · 53&rsquor; Aissata Traoré (P) · 61&rsquor; Airine Fontaine · 83&rsquor;,2,0,Fleury,Away,NA,990,6,3,1,1,16,10,2,0,579,18,7,3,2.4,1.6,1.2,30,10,382,480,79.6,36,282,17,16,3
Première Ligue,2025-03-01,Première Ligue (Regular season),Strasbourg,3-4-3,0,0.4,NA,0,0,Lyon,4-2-3-1,4,4.1,Eugénie Le Sommer · 6&rsquor; Wendie Renard · 62&rsquor; Melchie Dumornay · 64&rsquor; Tabitha Chawinga · 90&rsquor;,1,0,Strasbourg,Home,NA,990,0,0,0,0,8,2,0,0,446,13,6,6,0.4,0.4,0.3,14,0,270,361,74.8,20,129,5,5,2
Première Ligue,2025-03-01,Première Ligue (Regular season),Strasbourg,3-4-3,0,0.4,NA,0,0,Lyon,4-2-3-1,4,4.1,Eugénie Le Sommer · 6&rsquor; Wendie Renard · 62&rsquor; Melchie Dumornay · 64&rsquor; Tabitha Chawinga · 90&rsquor;,1,0,Lyon,Away,NA,990,4,3,0,0,30,12,1,0,723,10,11,2,4.2,4.2,3.1,53,7,548,641,85.5,48,442,16,10,4
Première Ligue,2025-03-14,Première Ligue (Regular season),Lyon,4-2-3-1,8,2.9,Ada Hegerberg · 5&rsquor; Wendie Renard · 38&rsquor; Melchie Dumornay · 48&rsquor; Sara Däbritz · 64&rsquor; Ellie Carpenter · 77&rsquor; Vicki Bècho · 90&rsquor; Ada Hegerberg · 90+2&rsquor; Ellie Carpenter · 90+4&rsquor;,0,0,Stade de Reims,3-4-3,1,0.5,Anaele Le Moguedec · 13&rsquor;,1,0,Lyon,Home,NA,990,8,7,0,0,21,10,0,0,791,18,14,8,2.9,2.9,2.3,41,15,580,696,83.3,85,323,13,10,6
Première Ligue,2025-03-14,Première Ligue (Regular season),Lyon,4-2-3-1,8,2.9,Ada Hegerberg · 5&rsquor; Wendie Renard · 38&rsquor; Melchie Dumornay · 48&rsquor; Sara Däbritz · 64&rsquor; Ellie Carpenter · 77&rsquor; Vicki Bècho · 90&rsquor; Ada Hegerberg · 90+2&rsquor; Ellie Carpenter · 90+4&rsquor;,0,0,Stade de Reims,3-4-3,1,0.5,Anaele Le Moguedec · 13&rsquor;,1,0,Stade de Reims,Away,NA,990,1,1,0,0,3,2,1,0,364,14,5,22,0.5,0.5,0.4,6,2,159,256,62.1,14,129,8,17,7
Première Ligue,2025-03-15,Première Ligue (Regular season),Nantes,4-4-2,0,1.3,NA,0,0,Strasbourg,3-4-3,0,0.8,NA,2,0,Nantes,Home,NA,990,0,0,0,1,10,3,0,0,479,14,7,15,1.3,0.6,0.4,17,0,218,345,63.2,12,109,16,22,2
Première Ligue,2025-03-15,Première Ligue (Regular season),Nantes,4-4-2,0,1.3,NA,0,0,Strasbourg,3-4-3,0,0.8,NA,2,0,Strasbourg,Away,NA,990,0,0,0,0,13,7,2,0,651,21,9,10,0.8,0.8,0.6,20,0,404,535,75.5,44,381,20,13,8
Première Ligue,2025-03-15,Première Ligue (Regular season),Fleury,3-4-1-2,0,0.7,NA,0,0,Dijon,4-3-3,0,1,NA,4,0,Fleury,Home,NA,990,0,0,0,0,9,4,0,0,594,13,7,6,0.7,0.7,0.2,14,0,365,499,73.1,35,236,9,16,5
Première Ligue,2025-03-15,Première Ligue (Regular season),Fleury,3-4-1-2,0,0.7,NA,0,0,Dijon,4-3-3,0,1,NA,4,0,Dijon,Away,NA,990,0,0,0,0,13,7,4,0,549,16,4,10,1,1,0.8,21,0,328,446,73.5,44,165,14,10,3
Première Ligue,2025-03-15,Première Ligue (Regular season),Le Havre,4-3-3,2,2.2,Sofia Guellati (OG) · 34&rsquor; Salomé Elisor (P) · 58&rsquor;,2,0,Guingamp,4-3-3,1,0.8,Sofia Guellati · 45+1&rsquor;,1,0,Le Havre,Home,NA,990,1,0,1,1,14,4,2,0,476,9,12,9,2.2,1.4,1.3,25,1,237,390,60.8,35,111,8,12,9
Première Ligue,2025-03-15,Première Ligue (Regular season),Le Havre,4-3-3,2,2.2,Sofia Guellati (OG) · 34&rsquor; Salomé Elisor (P) · 58&rsquor;,2,0,Guingamp,4-3-3,1,0.8,Sofia Guellati · 45+1&rsquor;,1,0,Guingamp,Away,NA,990,1,1,0,0,8,1,1,0,565,10,8,12,0.8,0.8,0.8,15,2,331,482,68.7,25,216,12,12,7
Première Ligue,2025-03-15,Première Ligue (Regular season),Paris Saint-Germain,4-3-3,0,0.3,NA,2,0,Paris FC,4-2-3-1,0,0.4,NA,0,0,Paris Saint-Germain,Home,NA,990,0,0,0,0,3,2,2,0,706,12,11,17,0.3,0.3,0.1,6,0,458,576,79.5,46,282,13,17,4
Première Ligue,2025-03-15,Première Ligue (Regular season),Paris Saint-Germain,4-3-3,0,0.3,NA,2,0,Paris FC,4-2-3-1,0,0.4,NA,0,0,Paris FC,Away,NA,990,0,0,0,0,7,5,0,0,569,29,12,14,0.4,0.4,0.4,12,0,308,439,70.2,31,219,7,14,7
Première Ligue,2025-03-16,Première Ligue (Regular season),Montpellier,3-5-2,1,2.4,Marie Levasseur · 89&rsquor;,4,0,Saint-Étienne,4-2-3-1,0,0.5,NA,1,0,Montpellier,Home,NA,990,1,0,0,0,18,9,4,0,553,12,8,8,2.5,2.5,1.7,34,1,333,437,76.2,32,221,9,19,6
Première Ligue,2025-03-16,Première Ligue (Regular season),Montpellier,3-5-2,1,2.4,Marie Levasseur · 89&rsquor;,4,0,Saint-Étienne,4-2-3-1,0,0.5,NA,1,0,Saint-Étienne,Away,NA,990,0,0,0,0,14,4,1,0,482,27,8,11,0.5,0.5,0.4,24,0,254,369,68.8,23,222,20,10,5
Première Ligue,2025-03-21,Première Ligue (Regular season),Guingamp,5-3-2,2,0.6,Sabitra Bhandari · 58&rsquor; Sabitra Bhandari · 88&rsquor;,1,0,Paris Saint-Germain,4-4-2,6,2.9,Grace Geyoro · 22&rsquor; Merveille Kanjinga · 52&rsquor; Korbin Albert · 56&rsquor; Korbin Albert · 63&rsquor; Sofia Guellati (OG) · 65&rsquor; Marie-Antoinette Katoto · 90&rsquor;,0,0,Guingamp,Home,NA,990,2,2,0,0,11,4,1,0,464,19,7,6,0.6,0.6,0.5,14,4,268,381,70.3,23,191,12,7,2
