League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Team,Home_Away,Player_Href,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xAG_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,PrgP_Passes,Carries_Carries,PrgC_Carries,Att_Take_Ons,Succ_Take_Ons
Championnat de France de Football Féminin,2024-03-16,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,0,1,NA,1,0,Paris FC,4-3-3,4,2.9,Daphne Corboz · 28&rsquor; Gaëtane Thiney (P) · 31&rsquor; Gaëtane Thiney · 33&rsquor; Kessya Bussy · 54&rsquor;,0,0,Guingamp,Home,NA,990,0,0,0,1,5,2,1,0,500,19,12,8,1,0.2,0.2,7,0,277,405,68.4,11,247,9,15,7
Championnat de France de Football Féminin,2024-03-16,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,0,1,NA,1,0,Paris FC,4-3-3,4,2.9,Daphne Corboz · 28&rsquor; Gaëtane Thiney (P) · 31&rsquor; Gaëtane Thiney · 33&rsquor; Kessya Bussy · 54&rsquor;,0,0,Paris FC,Away,NA,990,4,2,1,1,15,7,0,0,601,17,15,15,2.9,2.1,1.6,28,7,377,492,76.6,45,378,14,15,5
Championnat de France de Football Féminin,2024-03-16,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,3-5-2,5,2.6,Grace Geyoro · 18&rsquor; Marie-Antoinette Katoto · 20&rsquor; Grace Geyoro · 55&rsquor; Tabitha Chawinga · 56&rsquor; Jade Le Guilly · 88&rsquor;,1,0,Saint-Étienne,4-4-2,0,0.1,NA,0,0,Paris Saint-Germain,Home,NA,990,5,3,0,0,25,14,1,0,747,20,9,3,2.7,2.7,2.1,45,9,572,674,84.9,58,456,28,17,11
Championnat de France de Football Féminin,2024-03-16,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,3-5-2,5,2.6,Grace Geyoro · 18&rsquor; Marie-Antoinette Katoto · 20&rsquor; Grace Geyoro · 55&rsquor; Tabitha Chawinga · 56&rsquor; Jade Le Guilly · 88&rsquor;,1,0,Saint-Étienne,4-4-2,0,0.1,NA,0,0,Saint-Étienne,Away,NA,990,0,0,0,0,2,1,0,0,445,17,12,12,0.1,0.1,0.1,2,0,251,333,75.4,19,133,9,15,4
Championnat de France de Football Féminin,2024-03-16,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-1-4-1,3,1.5,Shana Chossenotte · 7&rsquor; Noémie Mouchon · 35&rsquor; Noémie Mouchon · 41&rsquor;,2,0,Lille,4-1-4-1,1,1.4,Julie Pian · 17&rsquor;,1,0,Stade de Reims,Home,NA,990,3,2,0,0,9,6,2,0,472,30,18,20,1.7,1.7,1,15,4,248,360,68.9,32,139,10,15,9
Championnat de France de Football Féminin,2024-03-16,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-1-4-1,3,1.5,Shana Chossenotte · 7&rsquor; Noémie Mouchon · 35&rsquor; Noémie Mouchon · 41&rsquor;,2,0,Lille,4-1-4-1,1,1.4,Julie Pian · 17&rsquor;,1,0,Lille,Away,NA,990,1,0,0,0,17,6,1,0,619,19,10,8,1.5,1.5,0.5,26,1,399,507,78.7,49,383,16,23,9
Championnat de France de Football Féminin,2024-03-16,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,0,0.4,NA,1,0,Dijon,4-2-3-1,2,0.9,Léa Declercq · 28&rsquor; Klaudia Jedlińska · 45+2&rsquor;,1,0,Bordeaux,Home,NA,990,0,0,0,0,10,4,1,0,560,13,16,14,0.4,0.4,0.3,18,0,317,459,69.1,28,178,15,17,6
Championnat de France de Football Féminin,2024-03-16,Championnat de France de Football Féminin (Regular season),Bordeaux,4-3-3,0,0.4,NA,1,0,Dijon,4-2-3-1,2,0.9,Léa Declercq · 28&rsquor; Klaudia Jedlińska · 45+2&rsquor;,1,0,Dijon,Away,NA,990,2,1,0,0,7,3,1,0,563,24,12,9,0.9,0.9,0.6,10,4,308,440,70,25,299,13,17,8
Championnat de France de Football Féminin,2024-03-17,Championnat de France de Football Féminin (Regular season),Le Havre,5-4-1,3,2,Zoé Stiévenart · 54&rsquor; Marie Levasseur (OG) · 75&rsquor; Chancelle Effa Effa · 90+4&rsquor;,1,0,Montpellier,4-2-3-1,3,1.7,Marion Torrent · 45&rsquor; Sonia Ouchene · 59&rsquor; Océane Deslandes · 81&rsquor;,1,0,Le Havre,Home,NA,990,2,1,0,0,15,6,1,0,515,20,9,10,2.5,2.5,0.8,23,3,291,413,70.5,41,195,15,20,10
Championnat de France de Football Féminin,2024-03-17,Championnat de France de Football Féminin (Regular season),Le Havre,5-4-1,3,2,Zoé Stiévenart · 54&rsquor; Marie Levasseur (OG) · 75&rsquor; Chancelle Effa Effa · 90+4&rsquor;,1,0,Montpellier,4-2-3-1,3,1.7,Marion Torrent · 45&rsquor; Sonia Ouchene · 59&rsquor; Océane Deslandes · 81&rsquor;,1,0,Montpellier,Away,NA,990,3,2,0,0,11,5,1,0,522,22,13,15,1.7,1.7,1.5,18,5,297,399,74.4,37,244,9,12,4
Championnat de France de Football Féminin,2024-03-22,Championnat de France de Football Féminin (Regular season),Fleury,4-3-3,2,1.8,Dominika Grabowska · 44&rsquor; Charlotte Fernandes · 57&rsquor; Mariam Diakité · 77&rsquor;,4,1,Paris FC,4-2-3-1,1,1.5,Kessya Bussy · 72&rsquor;,1,0,Fleury,Home,NA,976,2,1,0,0,15,5,3,1,501,15,19,18,1.8,1.8,0.8,23,3,267,386,69.2,22,189,11,18,10
Championnat de France de Football Féminin,2024-03-22,Championnat de France de Football Féminin (Regular season),Fleury,4-3-3,2,1.8,Dominika Grabowska · 44&rsquor; Charlotte Fernandes · 57&rsquor; Mariam Diakité · 77&rsquor;,4,1,Paris FC,4-2-3-1,1,1.5,Kessya Bussy · 72&rsquor;,1,0,Paris FC,Away,NA,990,1,1,0,0,17,3,1,0,566,22,14,5,1.5,1.5,1,25,1,332,461,72,48,291,14,18,10
Championnat de France de Football Féminin,2024-03-23,Championnat de France de Football Féminin (Regular season),Lille,5-4-1,0,0.9,NA,1,0,Lyon,4-3-3,7,3.3,Vicki Bècho · 4&rsquor; Dzsenifer Marozsán · 26&rsquor; Amel Majri · 44&rsquor; Amel Majri · 51&rsquor; Vicki Bècho · 60&rsquor; Liana Joseph · 63&rsquor; Amel Majri · 67&rsquor;,3,0,Lille,Home,NA,990,0,0,0,1,1,0,1,0,441,15,10,8,0.9,0.1,0.1,3,0,259,358,72.3,15,257,4,10,3
Championnat de France de Football Féminin,2024-03-23,Championnat de France de Football Féminin (Regular season),Lille,5-4-1,0,0.9,NA,1,0,Lyon,4-3-3,7,3.3,Vicki Bècho · 4&rsquor; Dzsenifer Marozsán · 26&rsquor; Amel Majri · 44&rsquor; Amel Majri · 51&rsquor; Vicki Bècho · 60&rsquor; Liana Joseph · 63&rsquor; Amel Majri · 67&rsquor;,3,0,Lyon,Away,NA,990,7,4,0,0,22,13,3,0,702,25,7,10,3.3,3.3,1.8,39,9,517,612,84.5,57,415,19,14,9
Championnat de France de Football Féminin,2024-03-23,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,2,3.1,Klaudia Jedlińska · 8&rsquor; Rose Lavaud · 71&rsquor;,2,0,Guingamp,4-2-3-1,0,0.2,NA,1,0,Dijon,Home,NA,990,2,1,0,0,22,4,2,0,534,18,21,4,3.7,3.7,1.1,36,3,321,406,79.1,42,277,18,16,11
Championnat de France de Football Féminin,2024-03-23,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,2,3.1,Klaudia Jedlińska · 8&rsquor; Rose Lavaud · 71&rsquor;,2,0,Guingamp,4-2-3-1,0,0.2,NA,1,0,Guingamp,Away,NA,990,0,0,0,0,4,0,1,0,573,12,9,16,0.2,0.2,0.2,7,0,366,477,76.7,16,270,5,16,5
Championnat de France de Football Féminin,2024-03-23,Championnat de France de Football Féminin (Regular season),Le Havre,3-5-2,0,1.6,Nadjma Ali Nadjim · 90+6&rsquor;,2,1,Stade de Reims,4-1-4-1,2,1.1,Noémie Mouchon · 54&rsquor; Julie Pasquereau · 57&rsquor;,1,0,Le Havre,Home,NA,989,0,0,0,0,19,7,2,1,691,24,12,15,1.7,1.7,0.8,23,0,422,542,77.9,55,346,8,13,5
Championnat de France de Football Féminin,2024-03-23,Championnat de France de Football Féminin (Regular season),Le Havre,3-5-2,0,1.6,Nadjma Ali Nadjim · 90+6&rsquor;,2,1,Stade de Reims,4-1-4-1,2,1.1,Noémie Mouchon · 54&rsquor; Julie Pasquereau · 57&rsquor;,1,0,Stade de Reims,Away,NA,990,2,2,0,0,10,5,1,0,567,27,10,19,1.1,1.1,1,14,3,284,407,69.8,34,295,9,20,11
Championnat de France de Football Féminin,2024-03-23,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-3-1,1,0.8,Alexandria Lamontagne · 67&rsquor;,2,0,Bordeaux,4-3-3,0,0.2,Nesrine Bahlouli · 90+3&rsquor;,2,1,Saint-Étienne,Home,NA,990,1,1,0,0,9,4,2,0,533,14,11,8,0.8,0.8,0.7,13,2,353,446,79.1,27,359,14,20,9
Championnat de France de Football Féminin,2024-03-23,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-3-1,1,0.8,Alexandria Lamontagne · 67&rsquor;,2,0,Bordeaux,4-3-3,0,0.2,Nesrine Bahlouli · 90+3&rsquor;,2,1,Bordeaux,Away,NA,989,0,0,0,0,5,2,2,1,530,15,12,8,0.2,0.2,0.1,10,0,353,460,76.7,23,306,13,9,4
Championnat de France de Football Féminin,2024-03-24,Championnat de France de Football Féminin (Regular season),Montpellier,5-4-1,1,0.8,Kethna Louis · 89&rsquor;,1,0,Paris Saint-Germain,3-5-2,3,1,Jade Le Guilly · 10&rsquor; Korbin Albert · 43&rsquor; Tabitha Chawinga · 49&rsquor;,1,0,Montpellier,Home,NA,990,1,1,0,0,13,4,1,0,423,28,12,11,0.8,0.8,0.8,23,2,205,310,66.1,19,177,14,10,6
Championnat de France de Football Féminin,2024-03-24,Championnat de France de Football Féminin (Regular season),Montpellier,5-4-1,1,0.8,Kethna Louis · 89&rsquor;,1,0,Paris Saint-Germain,3-5-2,3,1,Jade Le Guilly · 10&rsquor; Korbin Albert · 43&rsquor; Tabitha Chawinga · 49&rsquor;,1,0,Paris Saint-Germain,Away,NA,990,3,3,0,0,10,5,1,0,764,11,12,17,1.1,1.1,0.7,20,6,559,655,85.3,28,365,15,29,16
Championnat de France de Football Féminin,2024-03-29,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-4-0,3,1.9,Kessya Bussy · 5&rsquor; Clara Matéo · 20&rsquor; Kessya Bussy · 45+1&rsquor;,2,0,Montpellier,4-2-3-1,0,1.1,NA,2,0,Paris FC,Home,NA,990,3,3,0,0,14,5,2,0,585,15,12,22,1.9,1.9,1.8,24,6,314,464,67.7,48,199,15,17,9
Championnat de France de Football Féminin,2024-03-29,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-4-0,3,1.9,Kessya Bussy · 5&rsquor; Clara Matéo · 20&rsquor; Kessya Bussy · 45+1&rsquor;,2,0,Montpellier,4-2-3-1,0,1.1,NA,2,0,Montpellier,Away,NA,990,0,0,0,0,12,4,2,0,513,18,11,16,1.1,1.1,1.1,23,0,249,405,61.5,31,190,14,19,11
Championnat de France de Football Féminin,2024-03-30,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,3,2.2,Sarah Cambot · 1&rsquor; Alison Peniguel · 11&rsquor; Alison Peniguel · 62&rsquor;,1,0,Saint-Étienne,4-2-3-1,4,2.6,Noémie Carage · 35&rsquor; Phornetia Browne · 41&rsquor; Alexandria Lamontagne · 64&rsquor; Solene Champagnac · 81&rsquor;,2,0,Guingamp,Home,NA,990,3,3,0,0,16,7,1,0,471,32,9,15,2.2,2.2,2,28,5,235,352,66.8,33,239,11,14,6
Championnat de France de Football Féminin,2024-03-30,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,3,2.2,Sarah Cambot · 1&rsquor; Alison Peniguel · 11&rsquor; Alison Peniguel · 62&rsquor;,1,0,Saint-Étienne,4-2-3-1,4,2.6,Noémie Carage · 35&rsquor; Phornetia Browne · 41&rsquor; Alexandria Lamontagne · 64&rsquor; Solene Champagnac · 81&rsquor;,2,0,Saint-Étienne,Away,NA,990,4,3,0,0,12,4,2,0,564,13,1,16,2.6,2.6,0.8,20,6,344,471,73,37,191,9,15,2
Championnat de France de Football Féminin,2024-03-30,Championnat de France de Football Féminin (Regular season),Fleury,4-3-3,2,3.7,Rosemonde Kouassi · 43&rsquor; Rosemonde Kouassi · 51&rsquor;,4,0,Lille,4-2-3-1,2,0.7,Lorena Azzaro · 36&rsquor; Aurore Paprzycki · 73&rsquor; Marjorie · 90+3&rsquor;,7,1,Fleury,Home,NA,990,2,2,0,0,26,12,4,0,553,24,14,15,3.7,3.7,3.5,44,4,309,419,73.7,50,266,22,34,19
Championnat de France de Football Féminin,2024-03-30,Championnat de France de Football Féminin (Regular season),Fleury,4-3-3,2,3.7,Rosemonde Kouassi · 43&rsquor; Rosemonde Kouassi · 51&rsquor;,4,0,Lille,4-2-3-1,2,0.7,Lorena Azzaro · 36&rsquor; Aurore Paprzycki · 73&rsquor; Marjorie · 90+3&rsquor;,7,1,Lille,Away,NA,972,2,1,0,0,12,4,6,1,478,24,8,8,0.8,0.8,0.5,19,4,263,376,69.9,27,211,7,14,5
Championnat de France de Football Féminin,2024-03-30,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-1-4-1,3,0.6,Noémie Mouchon · 40&rsquor; Rachel Corboz · 87&rsquor; Rachel Corboz · 90+7&rsquor;,1,0,Bordeaux,4-2-3-1,0,1.1,NA,1,0,Stade de Reims,Home,NA,990,3,2,0,0,12,6,1,0,499,20,6,20,0.6,0.6,0.4,23,6,284,386,73.6,27,168,13,7,1
Championnat de France de Football Féminin,2024-03-30,Championnat de France de Football Féminin (Regular season),Stade de Reims,4-1-4-1,3,0.6,Noémie Mouchon · 40&rsquor; Rachel Corboz · 87&rsquor; Rachel Corboz · 90+7&rsquor;,1,0,Bordeaux,4-2-3-1,0,1.1,NA,1,0,Bordeaux,Away,NA,990,0,0,0,0,11,3,1,0,597,21,5,15,1.1,1.1,0.7,18,0,378,490,77.1,35,388,17,18,7
Championnat de France de Football Féminin,2024-03-31,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,3-5-2,3,2.5,Marie-Antoinette Katoto · 13&rsquor; Tabitha Chawinga · 45&rsquor; Tabitha Chawinga · 59&rsquor;,0,0,Dijon,5-3-2,0,0.2,NA,1,0,Paris Saint-Germain,Home,NA,990,3,3,0,0,20,6,0,0,900,17,6,8,2.6,2.6,2.3,35,4,711,802,88.7,59,429,29,26,16
Championnat de France de Football Féminin,2024-03-31,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,3-5-2,3,2.5,Marie-Antoinette Katoto · 13&rsquor; Tabitha Chawinga · 45&rsquor; Tabitha Chawinga · 59&rsquor;,0,0,Dijon,5-3-2,0,0.2,NA,1,0,Dijon,Away,NA,990,0,0,0,0,3,0,1,0,413,24,19,12,0.2,0.2,0.2,5,0,212,305,69.5,29,199,8,12,3
Championnat de France de Football Féminin,2024-03-31,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,3,3.3,Eugénie Le Sommer · 33&rsquor; Melchie Dumornay · 41&rsquor; Sara Däbritz (P) · 58&rsquor;,1,0,Le Havre,5-3-2,0,0,NA,3,0,Lyon,Home,NA,990,3,2,1,1,13,3,1,0,823,17,11,12,3.3,2.5,2.5,28,6,608,731,83.2,94,363,16,18,12
Championnat de France de Football Féminin,2024-03-31,Championnat de France de Football Féminin (Regular season),Lyon,4-3-3,3,3.3,Eugénie Le Sommer · 33&rsquor; Melchie Dumornay · 41&rsquor; Sara Däbritz (P) · 58&rsquor;,1,0,Le Havre,5-3-2,0,0,NA,3,0,Le Havre,Away,NA,990,0,0,0,0,0,0,3,0,458,22,14,10,0,0,0,0,0,227,341,66.6,3,201,6,13,5
Championnat de France de Football Féminin,2024-04-12,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,2,1.7,Julie Dufour · 60&rsquor; Kessya Bussy · 72&rsquor;,2,0,Stade de Reims,4-3-3,2,1,Rofiat Imuran · 4&rsquor; Rofiat Imuran · 62&rsquor;,2,0,Paris FC,Home,NA,990,2,2,0,0,31,12,2,0,661,16,7,13,1.7,1.7,1.4,53,4,437,554,78.9,72,272,20,30,14
Championnat de France de Football Féminin,2024-04-12,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,2,1.7,Julie Dufour · 60&rsquor; Kessya Bussy · 72&rsquor;,2,0,Stade de Reims,4-3-3,2,1,Rofiat Imuran · 4&rsquor; Rofiat Imuran · 62&rsquor;,2,0,Stade de Reims,Away,NA,990,2,2,0,0,8,3,2,0,424,27,9,20,1,1,1,15,3,197,316,62.3,18,177,10,14,11
Championnat de France de Football Féminin,2024-04-13,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,1,0.9,Marion Torrent · 45+3&rsquor; Marion Torrent · 56&rsquor; Océane Deslandes · 61&rsquor;,2,2,Lille,4-2-3-1,2,1.1,Marjorie · 51&rsquor; Julie Pian · 90+5&rsquor;,4,0,Montpellier,Home,NA,925,1,0,0,0,8,4,2,2,390,22,14,3,0.9,0.9,0.5,12,1,207,309,67,19,156,12,9,5
Championnat de France de Football Féminin,2024-04-13,Championnat de France de Football Féminin (Regular season),Montpellier,4-2-3-1,1,0.9,Marion Torrent · 45+3&rsquor; Marion Torrent · 56&rsquor; Océane Deslandes · 61&rsquor;,2,2,Lille,4-2-3-1,2,1.1,Marjorie · 51&rsquor; Julie Pian · 90+5&rsquor;,4,0,Lille,Away,NA,990,2,2,0,0,14,8,4,0,515,10,8,10,1.1,1.1,1,24,4,320,424,75.5,47,250,19,21,6
Championnat de France de Football Féminin,2024-04-13,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,3,1.3,Antonie Stárová (P) · 33&rsquor; Nina Richard · 67&rsquor; Maïwen Renard · 75&rsquor;,2,0,Paris Saint-Germain,3-5-2,3,1.3,Tabitha Chawinga · 30&rsquor; Marie-Antoinette Katoto · 58&rsquor; Sandy Baltimore · 78&rsquor;,3,0,Guingamp,Home,NA,990,3,1,1,1,6,4,2,0,334,30,3,12,1.3,0.5,0.4,12,6,143,243,58.8,11,118,4,7,0
Championnat de France de Football Féminin,2024-04-13,Championnat de France de Football Féminin (Regular season),Guingamp,4-4-2,3,1.3,Antonie Stárová (P) · 33&rsquor; Nina Richard · 67&rsquor; Maïwen Renard · 75&rsquor;,2,0,Paris Saint-Germain,3-5-2,3,1.3,Tabitha Chawinga · 30&rsquor; Marie-Antoinette Katoto · 58&rsquor; Sandy Baltimore · 78&rsquor;,3,0,Paris Saint-Germain,Away,NA,990,3,1,0,0,13,5,3,0,685,18,4,6,1.3,1.3,1.1,25,6,495,604,82,61,339,20,21,10
Championnat de France de Football Féminin,2024-04-13,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,1,2.2,Meriame Terchoun · 14&rsquor;,3,0,Le Havre,3-4-1-2,2,0.8,Zoé Stiévenart · 7&rsquor; Chancelle Effa Effa · 72&rsquor;,1,0,Dijon,Home,NA,990,1,0,0,0,13,5,3,0,495,21,11,9,2.4,2.4,1.6,22,2,291,394,73.9,40,242,12,11,3
Championnat de France de Football Féminin,2024-04-13,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,1,2.2,Meriame Terchoun · 14&rsquor;,3,0,Le Havre,3-4-1-2,2,0.8,Zoé Stiévenart · 7&rsquor; Chancelle Effa Effa · 72&rsquor;,1,0,Le Havre,Away,NA,990,2,2,0,0,9,7,1,0,584,11,9,11,0.8,0.8,0.7,17,3,383,484,79.1,34,286,11,20,8
Championnat de France de Football Féminin,2024-04-14,Championnat de France de Football Féminin (Regular season),Bordeaux,4-2-3-1,0,0.4,NA,2,0,Fleury,4-2-3-1,3,2.6,Léa Le Garrec · 8&rsquor; Evelyn Badu · 39&rsquor; Batcheba Louis · 55&rsquor;,3,0,Bordeaux,Home,NA,990,0,0,0,0,5,0,2,0,529,12,4,7,0.4,0.4,0.1,8,0,344,441,78,23,256,5,7,3
Championnat de France de Football Féminin,2024-04-14,Championnat de France de Football Féminin (Regular season),Bordeaux,4-2-3-1,0,0.4,NA,2,0,Fleury,4-2-3-1,3,2.6,Léa Le Garrec · 8&rsquor; Evelyn Badu · 39&rsquor; Batcheba Louis · 55&rsquor;,3,0,Fleury,Away,NA,990,3,2,0,0,26,6,3,0,602,15,7,14,2.7,2.7,2.2,37,4,411,495,83,43,343,15,17,10
Championnat de France de Football Féminin,2024-04-14,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-3-1,1,0.9,Amandine Pierre-Louis · 21&rsquor;,2,0,Lyon,4-3-3,6,6.5,Griedge Mbock Bathy · 14&rsquor; Wendie Renard (P) · 17&rsquor; Vicki Bècho · 28&rsquor; Kadidiatou Diani (P) · 45+4&rsquor; Vicki Bècho · 70&rsquor; Vicki Bècho · 90+3&rsquor;,0,0,Saint-Étienne,Home,NA,990,1,0,0,0,4,3,2,0,449,34,8,9,0.9,0.9,0.1,7,1,247,359,68.8,16,184,5,15,6
Championnat de France de Football Féminin,2024-04-14,Championnat de France de Football Féminin (Regular season),Saint-Étienne,4-2-3-1,1,0.9,Amandine Pierre-Louis · 21&rsquor;,2,0,Lyon,4-3-3,6,6.5,Griedge Mbock Bathy · 14&rsquor; Wendie Renard (P) · 17&rsquor; Vicki Bècho · 28&rsquor; Kadidiatou Diani (P) · 45+4&rsquor; Vicki Bècho · 70&rsquor; Vicki Bècho · 90+3&rsquor;,0,0,Lyon,Away,NA,990,5,3,2,3,27,9,0,0,655,22,16,12,6.7,4.3,3.4,55,7,455,530,85.8,86,301,13,19,11
Championnat de France de Football Féminin,2024-04-19,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,0,1.1,NA,3,0,Saint-Étienne,4-2-3-1,1,0.6,Alexandria Lamontagne · 4&rsquor;,3,0,Paris FC,Home,NA,990,0,0,0,0,17,6,3,0,590,11,11,17,1.1,1.1,0.6,27,0,381,487,78.2,58,285,11,26,9
Championnat de France de Football Féminin,2024-04-19,Championnat de France de Football Féminin (Regular season),Paris FC,4-2-3-1,0,1.1,NA,3,0,Saint-Étienne,4-2-3-1,1,0.6,Alexandria Lamontagne · 4&rsquor;,3,0,Saint-Étienne,Away,NA,990,1,1,0,0,3,2,3,0,472,28,12,10,0.6,0.6,0.6,6,2,246,374,65.8,17,196,8,5,2
Championnat de France de Football Féminin,2024-04-24,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,1,1.4,Maïté Boucly · 90+4&rsquor;,2,0,Bordeaux,4-2-3-1,2,0.9,Nesrine Bahlouli · 12&rsquor; Laura Bourgouin · 15&rsquor;,4,0,Lille,Home,NA,990,1,1,0,0,19,8,2,0,629,27,9,11,1.4,1.4,0.9,28,2,342,495,69.1,36,255,8,24,12
Championnat de France de Football Féminin,2024-04-24,Championnat de France de Football Féminin (Regular season),Lille,4-2-3-1,1,1.4,Maïté Boucly · 90+4&rsquor;,2,0,Bordeaux,4-2-3-1,2,0.9,Nesrine Bahlouli · 12&rsquor; Laura Bourgouin · 15&rsquor;,4,0,Bordeaux,Away,NA,990,2,2,0,0,10,4,4,0,524,26,18,7,0.9,0.9,0.8,16,4,233,389,59.9,22,229,14,26,10
Championnat de France de Football Féminin,2024-04-24,Championnat de France de Football Féminin (Regular season),Montpellier,4-1-4-1,4,3.2,Faustine Robert · 46&rsquor; Lea Khelifi · 72&rsquor; Nérilia Mondésir · 79&rsquor; Sh'nia Gordon · 90+3&rsquor;,2,0,Saint-Étienne,4-2-3-1,0,0.5,NA,4,0,Montpellier,Home,NA,990,4,4,0,0,14,8,2,0,462,22,10,8,3.2,3.2,2.9,23,8,269,371,72.5,31,204,13,18,10
Championnat de France de Football Féminin,2024-04-24,Championnat de France de Football Féminin (Regular season),Montpellier,4-1-4-1,4,3.2,Faustine Robert · 46&rsquor; Lea Khelifi · 72&rsquor; Nérilia Mondésir · 79&rsquor; Sh'nia Gordon · 90+3&rsquor;,2,0,Saint-Étienne,4-2-3-1,0,0.5,NA,4,0,Saint-Étienne,Away,NA,990,0,0,0,0,5,2,4,0,474,19,9,7,0.5,0.5,0.4,9,0,284,402,70.6,29,182,11,13,5
Championnat de France de Football Féminin,2024-04-24,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,1,1,Meriame Terchoun · 58&rsquor; Małgorzata Grec · 83&rsquor;,4,1,Stade de Reims,4-1-4-1,1,2.2,Noémie Mouchon · 52&rsquor;,2,0,Dijon,Home,NA,982,1,0,0,0,11,5,3,1,528,29,15,15,1,1,0.7,17,1,291,398,73.1,30,265,8,14,8
Championnat de France de Football Féminin,2024-04-24,Championnat de France de Football Féminin (Regular season),Dijon,4-2-3-1,1,1,Meriame Terchoun · 58&rsquor; Małgorzata Grec · 83&rsquor;,4,1,Stade de Reims,4-1-4-1,1,2.2,Noémie Mouchon · 52&rsquor;,2,0,Stade de Reims,Away,NA,990,1,1,0,0,19,9,2,0,508,21,9,15,2.2,2.2,1.7,28,0,272,384,70.8,23,241,18,21,15
Championnat de France de Football Féminin,2024-04-24,Championnat de France de Football Féminin (Regular season),Lyon,4-2-3-1,2,1.8,Maeline Mendy · 25&rsquor; Vicki Bècho · 43&rsquor;,3,0,Guingamp,4-3-3,1,0.5,Alison Peniguel · 58&rsquor;,0,0,Lyon,Home,NA,990,2,1,0,0,19,5,3,0,584,21,8,12,1.9,1.9,0.9,33,4,390,477,81.8,36,240,15,21,11
Championnat de France de Football Féminin,2024-04-24,Championnat de France de Football Féminin (Regular season),Lyon,4-2-3-1,2,1.8,Maeline Mendy · 25&rsquor; Vicki Bècho · 43&rsquor;,3,0,Guingamp,4-3-3,1,0.5,Alison Peniguel · 58&rsquor;,0,0,Guingamp,Away,NA,990,1,1,0,0,8,3,0,0,488,19,9,13,0.5,0.5,0.4,10,2,295,395,74.7,29,228,8,22,9
Championnat de France de Football Féminin,2024-04-24,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,5-3-2,1,0.4,Anaïs Ebayilin · 71&rsquor; Auryane Abdourahim · 89&rsquor;,5,1,Paris FC,3-5-2,1,2.1,Kessya Bussy · 30&rsquor;,3,0,Paris Saint-Germain,Home,NA,988,1,0,0,0,5,2,4,1,641,18,14,12,0.4,0.4,0.2,9,1,453,541,83.7,17,360,5,14,6
Championnat de France de Football Féminin,2024-04-24,Championnat de France de Football Féminin (Regular season),Paris Saint-Germain,5-3-2,1,0.4,Anaïs Ebayilin · 71&rsquor; Auryane Abdourahim · 89&rsquor;,5,1,Paris FC,3-5-2,1,2.1,Kessya Bussy · 30&rsquor;,3,0,Paris FC,Away,NA,990,1,1,0,0,18,9,3,0,531,21,12,15,2.1,2.1,1.4,32,2,351,442,79.4,46,308,13,8,4
